timestamp,position_valid,x,y,z,std,distance_r0,distance_r1,distance_r2,distance_r3,nsd_r0,nsd_r1,nsd_r2,nsd_r3,rssi_r0,rssi_r1,rssi_r2,rssi_r3,valid_r0,valid_r1,valid_r2,valid_r3
1733436764.2724397,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.70243072509766,-90.58489227294922,-85.61827850341797,-89.12677764892578,-122.56196594238281,-115.4913330078125,-110.8533935546875,-113.82606506347656,0,0,0,0
1733436764.4689772,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.74578857421875,-90.59558868408203,-85.5047607421875,-88.974365234375,-123.57228088378906,-115.3189697265625,-110.21202087402344,-113.62348175048828,0,0,0,0
1733436764.672213,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.74578857421875,-90.59558868408203,-85.5047607421875,-88.974365234375,-123.57228088378906,-115.3189697265625,-110.21202087402344,-113.62348175048828,0,0,0,0
1733436764.8749516,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.74578857421875,-90.59558868408203,-85.5047607421875,-88.974365234375,-123.57228088378906,-115.3189697265625,-110.21202087402344,-113.62348175048828,0,0,0,0
1733436765.0710497,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.08303833007812,-90.6719970703125,-85.63688659667969,-88.95238494873047,-122.72349548339844,-115.65438079833984,-110.5259780883789,-113.94927215576172,0,0,0,0
1733436765.2759087,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.08303833007812,-90.6719970703125,-85.63688659667969,-88.95238494873047,-122.72349548339844,-115.65438079833984,-110.5259780883789,-113.94927215576172,0,0,0,0
1733436765.4699998,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.4568099975586,-90.423828125,-85.49382781982422,-88.86448669433594,-123.3372802734375,-116.1370849609375,-110.77686309814453,-114.0589599609375,0,0,0,0
1733436765.676718,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.4568099975586,-90.423828125,-85.49382781982422,-88.86448669433594,-123.3372802734375,-116.1370849609375,-110.77686309814453,-114.0589599609375,0,0,0,0
1733436765.869704,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.4568099975586,-90.423828125,-85.49382781982422,-88.86448669433594,-123.3372802734375,-116.1370849609375,-110.77686309814453,-114.0589599609375,0,0,0,0
1733436766.0760992,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.63286590576172,-90.51025390625,-85.6071548461914,-88.99170684814453,-122.6163101196289,-114.97222137451172,-109.66674041748047,-113.19189453125,0,0,0,0
1733436766.2714603,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.63286590576172,-90.51025390625,-85.6071548461914,-88.99170684814453,-122.6163101196289,-114.97222137451172,-109.66674041748047,-113.19189453125,0,0,0,0
1733436766.480451,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.51011657714844,-90.45796203613281,-85.50079345703125,-88.92280578613281,-123.59229278564453,-115.17253875732422,-110.46064758300781,-114.01325988769531,0,0,0,0
1733436766.669421,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.51011657714844,-90.45796203613281,-85.50079345703125,-88.92280578613281,-123.59229278564453,-115.17253875732422,-110.46064758300781,-114.01325988769531,0,0,0,0
1733436766.874039,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.51011657714844,-90.45796203613281,-85.50079345703125,-88.92280578613281,-123.59229278564453,-115.17253875732422,-110.46064758300781,-114.01325988769531,0,0,0,0
1733436767.0739129,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.7314224243164,-90.59062194824219,-85.67073059082031,-89.02759552001953,-122.39895629882812,-115.1609878540039,-110.64789581298828,-113.63075256347656,0,0,0,0
1733436767.2778618,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.7314224243164,-90.59062194824219,-85.67073059082031,-89.02759552001953,-122.39895629882812,-115.1609878540039,-110.64789581298828,-113.63075256347656,0,0,0,0
1733436767.4749582,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.37818908691406,-90.31781005859375,-85.45040130615234,-88.9108657836914,-122.70158386230469,-114.72431182861328,-110.04039001464844,-113.2840805053711,0,0,0,0
1733436767.6714327,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.37818908691406,-90.31781005859375,-85.45040130615234,-88.9108657836914,-122.70158386230469,-114.72431182861328,-110.04039001464844,-113.2840805053711,0,0,0,0
1733436767.8738873,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.37818908691406,-90.31781005859375,-85.45040130615234,-88.9108657836914,-122.70158386230469,-114.72431182861328,-110.04039001464844,-113.2840805053711,0,0,0,0
1733436768.0732925,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.39160919189453,-90.68881225585938,-85.60220336914062,-89.0772476196289,-123.38689422607422,-115.08343505859375,-110.2604751586914,-113.47384643554688,0,0,0,0
1733436768.293952,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.39160919189453,-90.68881225585938,-85.60220336914062,-89.0772476196289,-123.38689422607422,-115.08343505859375,-110.2604751586914,-113.47384643554688,0,0,0,0
1733436768.4735522,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.09957122802734,-90.60555267333984,-85.51831817626953,-88.7781753540039,-122.36006164550781,-115.51168060302734,-110.12799835205078,-112.7035903930664,0,0,0,0
1733436768.6821501,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.09957122802734,-90.60555267333984,-85.51831817626953,-88.7781753540039,-122.36006164550781,-115.51168060302734,-110.12799835205078,-112.7035903930664,0,0,0,0
1733436768.874477,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.09957122802734,-90.60555267333984,-85.51831817626953,-88.7781753540039,-122.36006164550781,-115.51168060302734,-110.12799835205078,-112.7035903930664,0,0,0,0
1733436769.0803638,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.6771011352539,-90.64128875732422,-85.69097900390625,-89.01838684082031,-121.74711608886719,-114.76402282714844,-110.56004333496094,-113.28306579589844,0,0,0,0
1733436769.2835474,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.6771011352539,-90.64128875732422,-85.69097900390625,-89.01838684082031,-121.74711608886719,-114.76402282714844,-110.56004333496094,-113.28306579589844,0,0,0,0
1733436769.480461,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.95744323730469,-90.44143676757812,-85.55986785888672,-88.95494079589844,-123.36074829101562,-115.29361724853516,-110.81499481201172,-114.02147674560547,0,0,0,0
1733436769.6780672,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.95744323730469,-90.44143676757812,-85.55986785888672,-88.95494079589844,-123.36074829101562,-115.29361724853516,-110.81499481201172,-114.02147674560547,0,0,0,0
1733436769.8798294,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.95744323730469,-90.44143676757812,-85.55986785888672,-88.95494079589844,-123.36074829101562,-115.29361724853516,-110.81499481201172,-114.02147674560547,0,0,0,0
1733436770.074194,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.47791290283203,-90.4803237915039,-85.53582763671875,-88.91799926757812,-122.84493255615234,-114.78971862792969,-109.90516662597656,-113.50389099121094,0,0,0,0
1733436770.2791436,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.47791290283203,-90.4803237915039,-85.53582763671875,-88.91799926757812,-122.84493255615234,-114.78971862792969,-109.90516662597656,-113.50389099121094,0,0,0,0
1733436770.4762974,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66825103759766,-90.52655792236328,-85.45713806152344,-88.89315795898438,-122.67349243164062,-115.28788757324219,-110.28004455566406,-113.60922241210938,0,0,0,0
1733436770.6841576,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66825103759766,-90.52655792236328,-85.45713806152344,-88.89315795898438,-122.67349243164062,-115.28788757324219,-110.28004455566406,-113.60922241210938,0,0,0,0
1733436770.8764052,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66825103759766,-90.52655792236328,-85.45713806152344,-88.89315795898438,-122.67349243164062,-115.28788757324219,-110.28004455566406,-113.60922241210938,0,0,0,0
1733436771.0760145,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.35769653320312,-90.63896942138672,-85.64236450195312,-89.0849380493164,-122.5775375366211,-115.22747802734375,-110.63813781738281,-113.64177703857422,0,0,0,0
1733436771.2769663,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.35769653320312,-90.63896942138672,-85.64236450195312,-89.0849380493164,-122.5775375366211,-115.22747802734375,-110.63813781738281,-113.64177703857422,0,0,0,0
1733436771.4767118,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.44288635253906,-90.5317611694336,-85.57273864746094,-88.91629028320312,-123.21880340576172,-115.92560577392578,-110.73258209228516,-113.84294128417969,0,0,0,0
1733436771.6771748,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.44288635253906,-90.5317611694336,-85.57273864746094,-88.91629028320312,-123.21880340576172,-115.92560577392578,-110.73258209228516,-113.84294128417969,0,0,0,0
1733436771.8827155,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.44288635253906,-90.5317611694336,-85.57273864746094,-88.91629028320312,-123.21880340576172,-115.92560577392578,-110.73258209228516,-113.84294128417969,0,0,0,0
1733436772.0760713,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.35881805419922,-90.63457489013672,-85.63206481933594,-88.91281127929688,-122.89276885986328,-116.06517791748047,-111.00204467773438,-113.89581298828125,0,0,0,0
1733436772.2794862,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.35881805419922,-90.63457489013672,-85.63206481933594,-88.91281127929688,-122.89276885986328,-116.06517791748047,-111.00204467773438,-113.89581298828125,0,0,0,0
1733436772.4814134,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.41149139404297,-90.6324462890625,-85.5672836303711,-89.01605224609375,-122.90021514892578,-115.9658203125,-111.21202850341797,-114.98723602294922,0,0,0,0
1733436772.6770027,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.41149139404297,-90.6324462890625,-85.5672836303711,-89.01605224609375,-122.90021514892578,-115.9658203125,-111.21202850341797,-114.98723602294922,0,0,0,0
1733436772.8764362,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.41149139404297,-90.6324462890625,-85.5672836303711,-89.01605224609375,-122.90021514892578,-115.9658203125,-111.21202850341797,-114.98723602294922,0,0,0,0
1733436773.0798647,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.02845764160156,-90.40044403076172,-85.64138793945312,-89.03243255615234,-123.44999694824219,-114.64862060546875,-109.7996597290039,-113.33349609375,0,0,0,0
1733436773.2799983,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.02845764160156,-90.40044403076172,-85.64138793945312,-89.03243255615234,-123.44999694824219,-114.64862060546875,-109.7996597290039,-113.33349609375,0,0,0,0
1733436773.4823296,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.34835815429688,-90.5108642578125,-85.50605010986328,-88.95825958251953,-122.66755676269531,-116.01890563964844,-111.13548278808594,-114.31883239746094,0,0,0,0
1733436773.6852338,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.34835815429688,-90.5108642578125,-85.50605010986328,-88.95825958251953,-122.66755676269531,-116.01890563964844,-111.13548278808594,-114.31883239746094,0,0,0,0
1733436773.8936992,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.34835815429688,-90.5108642578125,-85.50605010986328,-88.95825958251953,-122.66755676269531,-116.01890563964844,-111.13548278808594,-114.31883239746094,0,0,0,0
1733436774.0825186,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.06391906738281,-90.59222412109375,-85.62743377685547,-88.98213195800781,-122.49301147460938,-115.69854736328125,-110.90660095214844,-113.88713073730469,0,0,0,0
1733436774.295944,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-99.06391906738281,-90.59222412109375,-85.62743377685547,-88.98213195800781,-122.49301147460938,-115.69854736328125,-110.90660095214844,-113.88713073730469,0,0,0,0
1733436774.489065,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66526794433594,-90.49015808105469,-85.39765930175781,-88.705810546875,-122.89299774169922,-115.86094665527344,-110.827880859375,-114.19735717773438,0,0,0,0
1733436774.6847315,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66526794433594,-90.49015808105469,-85.39765930175781,-88.705810546875,-122.89299774169922,-115.86094665527344,-110.827880859375,-114.19735717773438,0,0,0,0
1733436774.8839161,False,-1.2729530334472656,1.570098876953125,0.3768656849861145,100,-1,-1,-1,-1,-98.66526794433594,-90.49015808105469,-85.39765930175781,-88.705810546875,-122.89299774169922,-115.86094665527344,-110.827880859375,-114.19735717773438,0,0,0,0
