timestamp,lat,lon,orientation,fix_quality,hdop,numsats,cog,sog
1733437406.0764241,48.68483895666667,-123.19209047833333,41.7,2,0.7,27,0,0
1733437406.271979,48.68483895666667,-123.19209047833333,41.7,2,0.7,27,0,0
1733437406.4763103,48.68483895666667,-123.19209047833333,41.7,2,0.7,27,0,0
1733437406.6763084,48.68483922,-123.19209056666666,42.4,2,0.7,27,0,0
1733437406.8803198,48.68483922,-123.19209056666666,42.4,2,0.7,27,0,0
1733437407.0796204,48.68483922,-123.19209056666666,42.4,2,0.7,27,0,0
1733437407.2745287,48.68483943,-123.19209045666666,42.5,2,0.7,27,0,0
1733437407.4842834,48.68483943,-123.19209045666666,42.5,2,0.7,27,0,0
1733437407.6769462,48.68483943,-123.19209045666666,42.5,2,0.7,27,0,0
1733437407.877619,48.68483943,-123.19209045666666,42.60000000000001,2,0.7,27,0,0
1733437408.0771003,48.68483943,-123.19209045666666,42.60000000000001,2,0.7,27,0,0
1733437408.2768662,48.684839661666665,-123.19209077166667,43,2,0.7,27,0,0
1733437408.4765558,48.684839661666665,-123.19209077166667,43,2,0.7,27,0,0
1733437408.6854837,48.684839661666665,-123.19209077166667,43,2,0.7,27,0,0
1733437408.8816447,48.684839661666665,-123.19209077166667,43,2,0.7,27,0,0
1733437409.0744653,48.684839661666665,-123.19209077166667,43.3,2,0.7,27,0,0
1733437409.2774673,48.684839661666665,-123.19209077166667,43.3,2,0.7,27,0,0
1733437409.495544,48.684840048333335,-123.19209074,43.5,2,0.7,27,0,0
1733437409.675701,48.684840048333335,-123.19209074,43.5,2,0.7,27,0,0
1733437409.8774698,48.684840048333335,-123.19209074,43.5,2,0.7,27,0,0
1733437410.074753,48.684840048333335,-123.19209074,43.70000000000001,2,0.7,27,0,0
1733437410.2772064,48.684840048333335,-123.19209074,43.70000000000001,2,0.7,27,0,0
1733437410.5001686,48.68484021,-123.19209083166666,43.99999999999999,2,0.7,27,0,0
1733437410.68042,48.68484021,-123.19209083166666,43.99999999999999,2,0.7,27,0,0
1733437410.8781931,48.68484021,-123.19209083166666,43.99999999999999,2,0.7,27,0,0
1733437411.0760787,48.68484021,-123.19209083166666,44.2,2,0.7,27,0,0
1733437411.2879958,48.68484021,-123.19209083166666,44.2,2,0.7,27,0,0
1733437411.4915085,48.684840765,-123.19209110166666,44.5,2,0.7,27,0,0
1733437411.6790044,48.684840765,-123.19209110166666,44.5,2,0.7,27,0,0
1733437411.8877017,48.684840765,-123.19209110166666,44.5,2,0.7,27,0,0
1733437412.0775657,48.684840765,-123.19209110166666,44.7,2,0.7,27,0,0
1733437412.2847693,48.684840765,-123.19209110166666,44.7,2,0.7,27,0,0
1733437412.4858816,48.684840765,-123.19209110166666,44.7,2,0.7,27,0,0
1733437412.6935549,48.68484110833333,-123.19209107833333,45,2,0.7,27,0,0
1733437412.8984973,48.68484110833333,-123.19209107833333,45,2,0.7,27,0,0
1733437413.0800993,48.68484110833333,-123.19209107833333,45.2,2,0.7,27,0,0
1733437413.282486,48.68484110833333,-123.19209107833333,45.2,2,0.7,27,0,0
1733437413.4980814,48.68484204,-123.192091415,45.3,2,0.7,27,0,0
1733437413.690117,48.68484204,-123.192091415,45.3,2,0.7,27,0,0
1733437413.8875155,48.68484204,-123.192091415,45.3,2,0.7,27,0,0
1733437414.088898,48.68484204,-123.192091415,45.3,2,0.7,27,0,0
1733437414.2817504,48.68484204,-123.192091415,45.3,2,0.7,27,0,0
1733437414.4906065,48.684842456666665,-123.19209124333334,45.5,2,0.7,27,0,0
1733437414.6924613,48.684842456666665,-123.19209124333334,45.5,2,0.7,27,0,0
1733437414.9039752,48.684842456666665,-123.19209124333334,45.7,2,0.7,27,0,0
1733437415.0978286,48.684842456666665,-123.19209124333334,45.7,2,0.7,27,0,0
1733437415.2877367,48.684842456666665,-123.19209124333334,45.7,2,0.7,27,0,0
1733437415.4852042,48.68484333666667,-123.19209151333334,45.8,2,0.7,27,0,0
1733437415.690145,48.68484333666667,-123.19209151333334,45.8,2,0.7,27,0,0
1733437415.8897245,48.68484333666667,-123.19209151333334,45.8,2,0.7,27,0,0
1733437416.0906742,48.68484333666667,-123.19209151333334,45.8,2,0.7,27,0,0
1733437416.2860212,48.68484333666667,-123.19209151333334,45.8,2,0.7,27,0,0
1733437416.493664,48.684844,-123.19209147166667,45.7,2,0.7,27,0,0
1733437416.689343,48.684844,-123.19209147166667,45.7,2,0.7,27,0,0
1733437416.8910792,48.684844,-123.19209147166667,45.8,2,0.7,27,0,0
1733437417.0917318,48.684844,-123.19209147166667,45.8,2,0.7,27,0,0
1733437417.286464,48.684844,-123.19209147166667,45.8,2,0.7,27,0,0
1733437417.4900498,48.684845288333335,-123.19209184333333,45.9,2,0.7,27,0,0
1733437417.698365,48.684845288333335,-123.19209184333333,45.9,2,0.7,27,0,0
1733437417.8908315,48.684845288333335,-123.19209184333333,45.9,2,0.7,27,0,0
1733437418.089933,48.684845288333335,-123.19209184333333,45.9,2,0.7,27,0,0
1733437418.2874522,48.684845288333335,-123.19209184333333,45.8,2,0.7,27,0,0
1733437418.4886866,48.684845288333335,-123.19209184333333,45.8,2,0.7,27,0,0
1733437418.6896205,48.684846361666665,-123.19209187,45.8,2,0.7,27,0,0
1733437418.8908398,48.684846361666665,-123.19209187,45.8,2,0.7,27,0,0
1733437419.0932415,48.684846361666665,-123.19209187,45.8,2,0.7,27,0,0
1733437419.288751,48.684846361666665,-123.19209187,45.8,2,0.7,27,0,0
1733437419.4890223,48.684847751666666,-123.19209215,45.8,2,0.7,27,0,0
1733437419.6925964,48.684847751666666,-123.19209215,45.8,2,0.7,27,0,0
1733437419.8876977,48.684847751666666,-123.19209215,45.8,2,0.7,27,0,0
1733437420.0977933,48.684847751666666,-123.19209215,45.8,2,0.7,27,0,0
1733437420.2992346,48.684847751666666,-123.19209215,45.8,2,0.7,27,0,0
1733437420.4939084,48.684849211666666,-123.19209232166666,45.8,2,0.7,27,0,0
1733437420.6898353,48.684849211666666,-123.19209232166666,45.8,2,0.7,27,0,0
1733437420.895119,48.684849211666666,-123.19209232166666,45.8,2,0.7,27,0,0
1733437421.093545,48.684849211666666,-123.19209232166666,45.7,2,0.7,27,0,0
1733437421.291116,48.684849211666666,-123.19209232166666,45.7,2,0.7,27,0,0
1733437421.493908,48.684850573333335,-123.192092525,45.6,2,0.7,27,0,0
1733437421.69253,48.684850573333335,-123.192092525,45.6,2,0.7,27,0,0
1733437421.8938081,48.684850573333335,-123.192092525,45.6,2,0.7,27,0,0
1733437422.098116,48.684850573333335,-123.192092525,45.6,2,0.7,27,0,0
1733437422.2917285,48.684850573333335,-123.192092525,45.6,2,0.7,27,0,0
1733437422.505337,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437422.7008502,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437422.9006186,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437423.0915134,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437423.3035312,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437423.4964466,48.684851695,-123.19209284833333,45.7,2,0.7,27,0,0
1733437423.6936624,48.684852918333334,-123.19209301833334,45.7,2,0.7,27,0,0
1733437423.8988976,48.684852918333334,-123.19209301833334,45.7,2,0.7,27,0,0
1733437424.1004808,48.684852918333334,-123.19209301833334,45.8,2,0.7,27,0,0
1733437424.2967777,48.684852918333334,-123.19209301833334,45.8,2,0.7,27,0,0
1733437424.506597,48.684852918333334,-123.19209301833334,45.8,2,0.7,27,0,0
1733437424.7012298,48.684853778333334,-123.19209333166667,45.8,2,0.7,27,0,0
1733437424.897648,48.684853778333334,-123.19209333166667,45.8,2,0.7,27,0,0
1733437425.0969648,48.684853778333334,-123.19209333166667,45.8,2,0.7,27,0,0
1733437425.2995763,48.684853778333334,-123.19209333166667,45.8,2,0.7,27,0,0
1733437425.4999225,48.68485474166667,-123.19209339666666,45.8,2,0.7,27,0,0
1733437425.7142735,48.68485474166667,-123.19209339666666,45.8,2,0.7,27,0,0
1733437425.8982022,48.68485474166667,-123.19209339666666,45.9,2,0.7,27,0,0
1733437426.0951617,48.68485474166667,-123.19209339666666,45.9,2,0.7,27,0,0
1733437426.2957416,48.68485474166667,-123.19209339666666,45.9,2,0.7,27,0,0
