timestamp,heading
1733436799.5180762,55.0
1733436799.6443143,55.0
1733436799.7685704,55.0
1733436799.8932178,55.1
1733436800.028406,55.1
1733436800.1442616,55.1
1733436800.2669516,55.1
1733436800.3942726,55.1
1733436800.5180547,55.1
1733436800.6436627,55.2
1733436800.7680335,55.2
1733436800.8935745,55.2
1733436801.0257783,55.3
1733436801.1476305,55.3
1733436801.2673783,55.3
1733436801.3941386,55.3
1733436801.5198424,55.3
1733436801.643788,55.3
1733436801.7769032,55.3
1733436801.8929646,55.3
1733436802.0249739,55.3
1733436802.1479285,55.3
1733436802.2684639,55.3
1733436802.3930943,55.3
1733436802.5189116,55.3
1733436802.6430767,55.3
1733436802.7662525,55.4
1733436802.892883,55.4
1733436803.0257397,55.5
1733436803.143043,55.4
1733436803.2659152,55.5
1733436803.3926582,55.5
1733436803.5170217,55.6
1733436803.6424153,55.6
1733436803.767044,55.6
1733436803.8925307,55.6
1733436804.025118,55.6
1733436804.1414328,55.6
1733436804.2677083,55.6
1733436804.390869,55.6
1733436804.5181906,55.6
1733436804.640817,55.6
1733436804.7672713,55.6
1733436804.8909314,55.7
1733436805.0265026,55.6
1733436805.142648,55.7
1733436805.2670438,55.7
1733436805.3919673,55.7
1733436805.5200253,55.7
1733436805.6424217,55.7
1733436805.7672682,55.8
1733436805.8907535,55.8
1733436806.0277433,55.8
1733436806.1409853,55.8
1733436806.266574,55.9
1733436806.3906522,55.9
1733436806.5167787,55.9
1733436806.6399903,55.9
1733436806.7668014,55.9
1733436806.892322,55.9
1733436807.02495,55.8
1733436807.1409264,55.8
1733436807.2655125,55.8
1733436807.392576,55.9
1733436807.5182304,56.0
1733436807.642721,56.0
1733436807.7658908,56.1
1733436807.8927374,56.1
1733436808.0252407,56.1
1733436808.1404035,56.2
1733436808.2648718,56.2
1733436808.3909788,56.1
1733436808.5155466,56.2
1733436808.640955,56.1
1733436808.7651558,56.1
1733436808.8906274,56.2
1733436809.0248642,56.2
1733436809.1417236,56.2
1733436809.26488,56.2
1733436809.3907714,56.2
1733436809.514832,56.2
1733436809.6401646,56.2
1733436809.7643726,56.2
1733436809.8920517,56.2
1733436810.0248973,56.3
1733436810.1435597,56.3
1733436810.2802699,56.3
1733436810.3911984,56.3
1733436810.5155275,56.3
1733436810.638651,56.4
1733436810.7654576,56.3
1733436810.890973,56.3
1733436811.0237868,56.3
1733436811.1432173,56.3
1733436811.264087,56.4
1733436811.3913805,56.3
1733436811.5143216,56.4
1733436811.6395586,56.4
1733436811.7639637,56.4
1733436811.8929052,56.5
1733436812.02083,56.6
1733436812.1391993,56.6
1733436812.263752,56.6
1733436812.3879888,56.7
1733436812.5150056,56.7
1733436812.638236,56.7
1733436812.7666316,56.7
1733436812.8891327,56.7
1733436813.0229619,56.7
1733436813.137706,56.6
1733436813.2653823,56.6
1733436813.3876135,56.6
1733436813.5144444,56.6
1733436813.6380548,56.7
1733436813.766053,56.7
1733436813.8885624,56.8
1733436814.021592,56.9
1733436814.1401405,56.9
1733436814.2629285,57.0
1733436814.3897011,56.9
1733436814.513598,56.9
1733436814.6392903,56.9
1733436814.766244,56.9
1733436814.897589,56.9
1733436815.0209243,56.8
1733436815.1414118,56.8
1733436815.2629912,56.8
1733436815.3882523,56.9
1733436815.51245,56.9
1733436815.638474,56.9
1733436815.7624757,57.0
1733436815.8888896,57.0
1733436816.0202355,57.1
1733436816.1379914,57.1
1733436816.2633758,57.1
1733436816.3882394,57.1
1733436816.5127158,57.1
1733436816.6384408,57.1
1733436816.7630713,57.1
1733436816.8882282,57.1
1733436817.021204,57.1
1733436817.1384356,57.1
1733436817.262775,57.1
1733436817.3879294,57.1
1733436817.512135,57.1
1733436817.6389902,57.1
1733436817.7628007,57.1
1733436817.8899758,57.1
1733436818.0199149,57.1
1733436818.1384616,57.1
1733436818.2627254,57.1
1733436818.3871176,57.1
1733436818.5123086,57.1
1733436818.6368735,57.1
1733436818.7689016,57.1
1733436818.8868475,57.1
1733436819.0228848,57.1
1733436819.1376553,57.1
1733436819.2622645,57.1
1733436819.387832,57.1
1733436819.5118852,57.1
1733436819.6378338,57.1
1733436819.7616422,57.1
1733436819.887526,57.1
1733436820.01943,57.1
1733436820.141508,57.1
1733436820.2614033,57.0
1733436820.3868096,57.0
1733436820.5114357,57.0
1733436820.6375947,57.0
1733436820.7636778,57.0
1733436820.8891912,57.0
1733436821.019236,57.0
1733436821.141123,57.0
1733436821.2612476,57.0
1733436821.3875968,57.1
1733436821.511079,57.1
1733436821.6378422,57.1
1733436821.7637322,57.1
1733436821.8871615,57.1
1733436822.0189316,57.1
1733436822.1372411,57.1
1733436822.260368,57.1
1733436822.3866131,57.2
1733436822.5110104,57.2
1733436822.63613,57.2
1733436822.761368,57.1
1733436822.8867147,57.1
1733436823.02078,57.1
1733436823.1370804,57.1
1733436823.2608585,57.1
1733436823.387891,57.1
1733436823.5111465,57.1
1733436823.6370304,57.1
1733436823.76304,57.1
1733436823.8890812,57.1
1733436824.0253575,57.1
1733436824.1382937,57.1
1733436824.2604604,57.1
1733436824.3863811,57.2
1733436824.5185146,57.2
1733436824.6366367,57.2
1733436824.7651377,57.3
1733436824.8861642,57.3
1733436825.0204902,57.3
1733436825.1360927,57.3
1733436825.2601488,57.2
1733436825.3892937,57.2
1733436825.5108972,57.2
1733436825.63612,57.1
1733436825.760022,57.1
1733436825.8930147,57.1
1733436826.01813,57.0
1733436826.1360059,57.0
1733436826.2603853,57.0
1733436826.3866906,57.0
1733436826.5100548,57.0
1733436826.6405196,57.0
1733436826.7608204,57.1
1733436826.8862312,57.1
1733436827.0381515,57.1
1733436827.1376448,57.2
1733436827.2620027,57.2
1733436827.3869202,57.2
1733436827.5108194,57.1
1733436827.6349492,57.1
1733436827.7601984,57.0
1733436827.8852355,56.9
1733436828.0192642,56.9
1733436828.1357327,56.8
1733436828.2608876,56.8
1733436828.390973,56.8
1733436828.5107584,56.8
1733436828.6360185,56.9
1733436828.7589211,56.9
1733436828.885843,56.9
1733436829.0177634,56.9
1733436829.1353054,56.8
1733436829.258582,56.8
1733436829.3861294,56.8
1733436829.509827,56.8
1733436829.637504,56.8
1733436829.759039,56.7
1733436829.8854377,56.7
1733436830.017975,56.7
1733436830.1355937,56.8
1733436830.2609394,56.7
1733436830.3873208,56.7
1733436830.5098293,56.7
1733436830.6359842,56.7
1733436830.7599673,56.6
1733436830.8845007,56.6
1733436831.017271,56.5
1733436831.1364706,56.5
1733436831.2599642,56.5
1733436831.3860602,56.4
1733436831.509611,56.4
1733436831.635928,56.4
1733436831.7590764,56.5
1733436831.8856723,56.5
1733436832.0183115,56.5
1733436832.1346548,56.5
1733436832.259076,56.5
1733436832.386102,56.5
1733436832.509349,56.4
1733436832.6358638,56.4
1733436832.7600656,56.4
1733436832.885216,56.3
1733436833.0181532,56.3
1733436833.1348455,56.3
1733436833.2608871,56.2
1733436833.3856163,56.3
1733436833.5097482,56.2
1733436833.6381497,56.3
1733436833.7587903,56.3
1733436833.884233,56.3
1733436834.0196557,56.3
1733436834.1350477,56.3
1733436834.259041,56.3
1733436834.3861132,56.2
1733436834.5092573,56.2
1733436834.6338625,56.2
1733436834.7597015,56.1
1733436834.8838792,56.1
1733436835.0171475,56.0
1733436835.136022,56.1
1733436835.2588441,56.0
1733436835.3884325,56.1
1733436835.5086849,56.1
1733436835.6366806,56.1
1733436835.7610064,56.1
1733436835.8842683,56.1
1733436836.016276,56.1
1733436836.1367812,56.1
1733436836.2611558,56.1
1733436836.385083,56.0
1733436836.5093744,56.0
1733436836.6351566,56.0
1733436836.7614086,56.0
1733436836.8834817,56.0
1733436837.0180972,56.0
1733436837.1399827,56.0
1733436837.2598913,56.0
1733436837.3835506,56.0
1733436837.5094948,56.0
1733436837.6343756,56.0
1733436837.759969,55.9
1733436837.8830762,55.9
1733436838.0197406,55.9
1733436838.1337705,55.8
1733436838.2580993,55.8
1733436838.3837645,55.7
1733436838.5081186,55.7
1733436838.634305,55.7
1733436838.7576976,55.7
1733436838.8845086,55.7
1733436839.0178227,55.7
1733436839.1363795,55.7
1733436839.260142,55.6
1733436839.383964,55.6
1733436839.5083141,55.5
1733436839.6328304,55.5
1733436839.758834,55.5
1733436839.8833582,55.5
1733436840.0189831,55.5
1733436840.1360378,55.4
1733436840.2600071,55.4
1733436840.3848004,55.4
1733436840.5075574,55.4
1733436840.6335065,55.3
1733436840.757337,55.3
1733436840.884052,55.2
1733436841.0157151,55.2
1733436841.1335838,55.1
1733436841.2571664,55.2
1733436841.3855236,55.1
1733436841.50873,55.2
1733436841.6336575,55.1
1733436841.7570686,55.1
1733436841.8839111,55.1
1733436842.0174396,55.1
1733436842.133418,55.1
1733436842.257601,55.1
1733436842.3864725,55.1
1733436842.509199,55.0
1733436842.6336374,55.0
1733436842.758515,54.9
1733436842.8837914,54.9
1733436843.0150242,54.8
1733436843.1339447,54.8
1733436843.2569785,54.8
1733436843.3838556,54.8
1733436843.5074499,54.8
1733436843.633222,54.8
1733436843.7589304,54.8
1733436843.8832023,54.7
1733436844.0154073,54.7
1733436844.1335597,54.7
1733436844.25682,54.7
1733436844.383754,54.7
1733436844.5072029,54.6
1733436844.6328764,54.6
1733436844.7569323,54.6
1733436844.8836508,54.6
1733436845.016083,54.5
1733436845.1334982,54.6
1733436845.2557662,54.6
1733436845.3845792,54.6
1733436845.5067894,54.6
1733436845.6338646,54.6
1733436845.75676,54.6
1733436845.8817961,54.6
1733436846.0148275,54.5
1733436846.134933,54.5
1733436846.2568145,54.4
1733436846.386072,54.4
1733436846.5080855,54.4
1733436846.634224,54.3
1733436846.7581265,54.3
1733436846.8820193,54.3
1733436847.0169966,54.3
1733436847.1321561,54.3
1733436847.2574768,54.2
1733436847.3815384,54.2
1733436847.5073066,54.2
1733436847.634627,54.2
1733436847.7575,54.2
1733436847.8815043,54.1
1733436848.0155008,54.1
1733436848.1315527,54.1
1733436848.2584662,54.1
1733436848.381643,54.1
1733436848.5067275,54.1
1733436848.633336,54.0
1733436848.7570956,54.0
1733436848.8825657,53.9
1733436849.0136542,53.8
1733436849.132448,53.7
1733436849.2561467,53.7
1733436849.3820117,53.7
1733436849.5062034,53.6
1733436849.6322296,53.6
1733436849.7573087,53.6
1733436849.8822095,53.6
1733436850.0163884,53.6
1733436850.131516,53.7
1733436850.25767,53.6
1733436850.3821225,53.6
1733436850.5069528,53.6
1733436850.6349359,53.5
1733436850.757983,53.5
1733436850.8815541,53.4
1733436851.0157642,53.4
1733436851.130924,53.3
1733436851.2569773,53.3
1733436851.38288,53.3
1733436851.5080252,53.3
1733436851.6341448,53.3
1733436851.75676,53.3
1733436851.884431,53.3
1733436852.0180728,53.3
1733436852.1328444,53.3
1733436852.2604332,53.3
1733436852.382116,53.3
1733436852.5066795,53.3
1733436852.637048,53.3
1733436852.7561696,53.2
1733436852.8819652,53.2
1733436853.0188186,53.2
1733436853.1310034,53.1
1733436853.2615721,53.1
1733436853.381017,53.1
1733436853.5067954,53.1
1733436853.6360397,53.1
1733436853.7580345,53.1
1733436853.8809955,53.1
1733436854.0192623,53.1
1733436854.1319761,53.1
1733436854.2562215,53.1
1733436854.3815901,53.1
1733436854.5059886,53.0
1733436854.6320076,53.0
1733436854.7564714,53.0
1733436854.8815033,52.9
1733436855.0137608,52.9
1733436855.131639,52.8
1733436855.2558198,52.9
1733436855.381387,52.9
1733436855.5081816,52.8
1733436855.6317837,52.8
1733436855.7559352,52.8
1733436855.8817337,52.8
1733436856.0162926,52.8
1733436856.1402202,52.8
1733436856.2567084,52.7
1733436856.3802755,52.7
1733436856.507068,52.7
1733436856.69287,52.7
1733436856.7572966,52.7
1733436856.880034,52.7
1733436857.0201392,52.8
1733436857.1327784,52.8
1733436857.2581503,52.9
1733436857.3814743,52.8
1733436857.5055172,52.8
1733436857.630813,52.8
1733436857.7550814,52.7
1733436857.8810453,52.6
1733436858.0128284,52.5
1733436858.131171,52.5
1733436858.2564545,52.4
1733436858.3809044,52.4
1733436858.5050132,52.4
1733436858.630145,52.4
1733436858.7555516,52.4
1733436858.8808415,52.5
1733436859.0135972,52.5
1733436859.132256,52.5
1733436859.2550817,52.5
1733436859.381402,52.5
1733436859.5040395,52.5
1733436859.630395,52.4
1733436859.755781,52.4
1733436859.8807895,52.3
1733436860.0135994,52.2
1733436860.1309595,52.1
1733436860.2548835,52.1
1733436860.3807492,52.0
1733436860.5056007,52.0
1733436860.6319222,52.0
1733436860.7553492,52.0
1733436860.8816252,52.0
1733436861.0122285,52.1
1733436861.1327753,52.1
1733436861.2553391,52.1
1733436861.3816206,52.0
1733436861.5052047,52.0
1733436861.6310434,51.9
1733436861.7548344,51.8
1733436861.8828416,51.8
1733436862.0121217,51.7
1733436862.1308126,51.6
1733436862.25484,51.6
1733436862.380699,51.5
1733436862.5052948,51.6
1733436862.6308231,51.6
1733436862.7546082,51.6
1733436862.881464,51.6
1733436863.0129685,51.6
1733436863.1321535,51.7
1733436863.255951,51.6
1733436863.3807714,51.7
1733436863.505309,51.7
1733436863.6311834,51.6
1733436863.7543008,51.6
1733436863.8816347,51.6
1733436864.0156035,51.6
1733436864.1325238,51.5
1733436864.260102,51.6
1733436864.3804626,51.6
1733436864.505221,51.6
1733436864.6302326,51.5
1733436864.7549021,51.6
1733436864.8793929,51.5
1733436865.0216537,51.6
1733436865.130032,51.5
1733436865.2552722,51.5
1733436865.3791404,51.5
1733436865.5053973,51.5
1733436865.6288593,51.5
1733436865.7546606,51.5
1733436865.8830435,51.5
1733436866.0129628,51.5
1733436866.1304238,51.4
1733436866.261589,51.4
1733436866.3801258,51.4
1733436866.5047915,51.4
1733436866.633195,51.4
1733436866.7548883,51.4
1733436866.882228,51.4
1733436867.012164,51.4
1733436867.1295362,51.4
1733436867.2577584,51.4
1733436867.3815594,51.4
1733436867.5050223,51.4
1733436867.6305077,51.3
1733436867.7539592,51.3
1733436867.879788,51.3
1733436868.013037,51.3
1733436868.129882,51.3
1733436868.258996,51.4
1733436868.3794348,51.4
1733436868.5039613,51.4
1733436868.6290822,51.3
1733436868.755018,51.3
1733436868.8788576,51.3
1733436869.0121799,51.3
1733436869.1300879,51.3
1733436869.2541687,51.3
1733436869.379063,51.3
1733436869.5038056,51.3
1733436869.630145,51.3
1733436869.755479,51.4
1733436869.884357,51.3
1733436870.0126557,51.3
1733436870.1323557,51.3
1733436870.2562807,51.3
1733436870.3788419,51.3
1733436870.5048144,51.3
1733436870.6325264,51.2
1733436870.7560759,51.2
1733436870.8797145,51.2
1733436871.012797,51.3
1733436871.1306136,51.3
1733436871.2548215,51.3
1733436871.3782475,51.3
1733436871.5045648,51.3
1733436871.628646,51.3
1733436871.7550254,51.3
1733436871.8789084,51.2
1733436872.0139518,51.2
1733436872.129515,51.1
1733436872.2539432,51.1
1733436872.3793485,51.1
1733436872.504662,51.1
1733436872.6299644,51.1
1733436872.7535038,51.1
1733436872.8803768,51.2
1733436873.0111473,51.2
1733436873.129175,51.2
1733436873.2552254,51.2
1733436873.3782284,51.2
1733436873.506178,51.2
1733436873.629184,51.2
1733436873.7544167,51.2
1733436873.8806462,51.1
1733436874.0141654,51.1
1733436874.1295774,51.1
1733436874.2547498,51.0
1733436874.3796191,51.0
1733436874.5036159,51.0
1733436874.629814,51.0
1733436874.7546794,51.0
1733436874.8779423,51.1
1733436875.0129097,51.1
1733436875.128558,51.1
1733436875.2549598,51.1
1733436875.3783872,51.1
1733436875.5097005,51.1
1733436875.6286151,51.1
1733436875.7541392,51.1
1733436875.880757,51.1
1733436876.0122359,51.1
1733436876.129934,51.1
1733436876.259111,51.0
1733436876.3797753,51.0
1733436876.5046177,51.0
1733436876.631046,51.0
1733436876.7534823,51.1
1733436876.8788319,51.1
1733436877.0134099,51.1
1733436877.1282837,51.1
1733436877.2565203,51.1
1733436877.3793411,51.1
1733436877.5057108,51.1
1733436877.6294606,51.1
1733436877.7541351,51.1
1733436877.879943,51.1
1733436878.0126653,51.1
1733436878.1280527,51.1
1733436878.2581778,51.0
1733436878.3801887,51.0
1733436878.5039303,51.0
1733436878.6311436,51.0
1733436878.754439,51.0
1733436878.8831167,51.0
1733436879.0126498,51.1
1733436879.128053,51.1
1733436879.2567427,51.1
1733436879.3818147,51.1
1733436879.506473,51.2
1733436879.6330256,51.1
1733436879.7538617,51.2
1733436879.883151,51.1
1733436880.0135615,51.1
1733436880.1294074,51.1
1733436880.252809,51.1
1733436880.3818567,51.0
1733436880.5028052,51.1
1733436880.629133,51.1
1733436880.7522242,51.1
1733436880.8831906,51.1
1733436881.010789,51.1
1733436881.1287537,51.1
1733436881.2565608,51.1
1733436881.3779154,51.1
1733436881.5036318,51.1
1733436881.6282134,51.1
1733436881.7552586,51.1
1733436881.8782723,51.1
1733436882.012004,51.1
1733436882.12888,51.1
1733436882.254308,51.1
1733436882.3788605,51.1
1733436882.5024707,51.1
1733436882.6288779,51.2
1733436882.7548475,51.1
1733436882.8852398,51.1
1733436883.0109417,51.1
1733436883.1284647,51.1
1733436883.2540607,51.1
1733436883.378104,51.1
1733436883.50378,51.1
1733436883.6268146,51.1
1733436883.753228,51.1
1733436883.8810766,51.1
1733436884.0108,51.1
1733436884.127203,51.1
1733436884.2549744,51.1
1733436884.3779993,51.1
1733436884.503263,51.1
1733436884.628056,51.2
1733436884.7571378,51.1
1733436884.8781576,51.2
1733436885.0147824,51.2
1733436885.128395,51.1
1733436885.2530475,51.1
1733436885.3785634,51.1
1733436885.502297,51.1
1733436885.629365,51.0
1733436885.753245,51.0
1733436885.8783119,51.0
1733436886.0127149,51.0
1733436886.1315966,51.0
1733436886.2521684,51.0
1733436886.3783355,51.0
1733436886.5016139,51.0
1733436886.628508,51.1
1733436886.7523148,51.1
1733436886.878848,51.1
1733436887.0100627,51.1
1733436887.1286519,51.1
1733436887.2538924,51.2
1733436887.3772206,51.2
1733436887.504161,51.2
1733436887.6288753,51.2
1733436887.7525756,51.2
1733436887.8800976,51.2
1733436888.0138872,51.2
1733436888.1279407,51.2
1733436888.2527065,51.2
1733436888.3777757,51.2
1733436888.5033026,51.1
1733436888.6283183,51.1
1733436888.754905,51.1
1733436888.8817806,51.1
1733436889.0131776,51.1
1733436889.1300092,51.1
1733436889.2541296,51.2
1733436889.3810074,51.2
1733436889.5023992,51.3
1733436889.6288106,51.3
1733436889.7526686,51.3
1733436889.878106,51.3
1733436890.0130498,51.3
1733436890.1346252,51.3
1733436890.2537785,51.3
1733436890.3791952,51.3
1733436890.5025527,51.2
1733436890.627403,51.3
1733436890.7542381,51.2
1733436890.8812294,51.2
1733436891.013644,51.2
