timestamp,utc,latitude,longitude,fix_quality,numsats,hdop,orthometric_height
1733437230.9960384,222031.0,48.68483104166667,-123.192067995,2,27,0.7,1.277
1733437231.9965315,222032.0,48.684831071666665,-123.1920679,2,27,0.7,1.273
1733437233.0036695,222033.0,48.684831171666666,-123.19206796833333,2,27,0.7,1.273
1733437234.0033357,222034.0,48.684831065,-123.192067965,2,27,0.7,1.269
1733437235.0035033,222035.0,48.684831128333336,-123.19206817833333,2,27,0.7,1.274
1733437235.9959695,222036.0,48.684831035,-123.19206810333333,2,27,0.7,1.271
1733437237.00323,222037.0,48.684831145,-123.19206839166667,2,27,0.7,1.27
1733437238.0034916,222038.0,48.68483087,-123.19206818333333,2,27,0.7,1.271
1733437239.0089884,222039.0,48.684830865,-123.192068735,2,27,0.7,1.278
1733437240.0028455,222040.0,48.68483074833333,-123.19206855166667,2,27,0.7,1.275
1733437241.0036325,222041.0,48.68483081,-123.19206897,2,27,0.7,1.268
1733437242.0035675,222042.0,48.68483084166667,-123.19206923333333,2,27,0.7,1.273
1733437242.9966297,222043.0,48.684830675,-123.19206936333333,2,27,0.7,1.272
1733437243.9979403,222044.0,48.68483069,-123.19206934833333,2,27,0.7,1.269
1733437244.9955835,222045.0,48.68483059333333,-123.19206962,2,27,0.7,1.273
1733437246.002523,222046.0,48.684830633333334,-123.19206964333334,2,27,0.7,1.265
1733437246.9955602,222047.0,48.68483057666667,-123.19206979666667,2,27,0.7,1.269
1733437247.9953785,222048.0,48.684830661666666,-123.19206991333333,2,27,0.7,1.263
1733437249.0025244,222049.0,48.68483067,-123.19207022833334,2,27,0.7,1.259
1733437249.995492,222050.0,48.684830625000004,-123.19207000833333,2,27,0.7,1.261
1733437250.9951742,222051.0,48.68483052333333,-123.192070285,2,27,0.7,1.266
1733437252.005061,222052.0,48.68483046,-123.19207019666666,2,27,0.7,1.27
1733437253.0024385,222053.0,48.684830426666664,-123.19207038,2,27,0.7,1.272
1733437253.9947484,222054.0,48.68483032666666,-123.19207031166667,2,27,0.7,1.276
1733437255.0025165,222055.0,48.684830291666664,-123.19207029333333,2,27,0.7,1.273
1733437256.002395,222056.0,48.684829998333335,-123.19207020333333,2,27,0.7,1.281
1733437257.0022745,222057.0,48.684830123333334,-123.19207020166667,2,27,0.7,1.278
1733437258.0016584,222058.0,48.68482978833333,-123.19206995333333,2,27,0.7,1.284
1733437259.0010517,222059.0,48.684829865,-123.192070165,2,27,0.7,1.281
1733437260.0030293,222100.0,48.68482973166667,-123.1920698,2,27,0.7,1.284
1733437260.9963846,222101.0,48.684829756666666,-123.19206979333333,2,27,0.7,1.291
1733437261.9956863,222102.0,48.68482972666666,-123.19206969333334,2,27,0.7,1.276
1733437262.994949,222103.0,48.684829785,-123.19206958166667,2,27,0.7,1.283
1733437264.001613,222104.0,48.68482971,-123.19206992833334,2,27,0.7,1.272
1733437264.9945016,222105.0,48.684829631666666,-123.192069345,2,27,0.7,1.272
1733437266.001824,222106.0,48.68482963333334,-123.19206974333333,2,26,0.7,1.287
1733437267.001153,222107.0,48.68482949,-123.192069155,2,26,0.7,1.28
