"time","avg_dist","avg_conf"
"11:30:29",14.4898293963255,14
"11:30:30",14.4802212223472,12.1428571428571
"11:30:31",13.9337270341207,26
"11:30:32",13.2198162729659,3.2
"11:30:33",12.6609798775153,11.6666666666667
"11:30:34",13.6046177821522,9
"11:30:35",13.8770778652668,8.46666666666667
"11:30:36",14.4313210848644,12.1333333333333
"11:30:37",13.8652668416448,12.8666666666667
"11:30:38",14.1986001749781,22.2666666666667
"11:30:39",13.7333770778653,29.5333333333333
"11:30:40",13.7320647419073,5.93333333333333
"11:30:41",13.914657152231,16.5
"11:30:42",14.1806649168854,15.4666666666667
"11:30:43",14.093394575678,30.7333333333333
"11:30:44",13.3398950131234,20
"11:30:45",12.3239282589676,9.8
"11:30:46",14.0500874890639,28.0666666666667
"11:30:47",14.5220226377953,23.625
"11:30:48",13.7924321959755,43.2666666666667
"11:30:49",14.3989501312336,12
"11:30:50",14.6432633420822,19.4
"11:30:51",14.2930883639545,23.3333333333333
"11:30:52",14.3963254593176,2.8
"11:30:53",13.8921697287839,1.4
"11:30:54",14.7703412073491,6.8125
"11:30:55",14.2088801399825,18.6
"11:30:56",14.0579615048119,21.0666666666667
"11:30:57",13.9984689413823,3.13333333333333
"11:30:58",14.7230971128609,6.33333333333333
"11:30:59",14.34208223972,22.2
"11:31:00",13.8685203412073,25.1875
"11:31:01",14.0190288713911,10.0714285714286
"11:31:02",14.5618028215223,25
"11:31:03",14.6835083114611,9.26666666666667
"11:31:04",13.3353018372703,5.66666666666667
"11:31:05",12.9304461942257,1.4
"11:31:06",14.1738845144357,8.4
"11:31:07",14.4523184601925,34.4666666666667
"11:31:08",13.6089238845144,10.4375
"11:31:09",12.9136045494313,9.33333333333333
"11:31:10",14.1150481189851,10.5333333333333
"11:31:11",14.3409886264217,26.9333333333333
"11:31:12",14.0918635170604,36.4666666666667
"11:31:13",13.9300087489064,12.2666666666667
"11:31:14",14.6612532808399,3.4375
"11:31:15",13.9201662292213,0
"11:31:16",13.9061679790026,5.73333333333333
"11:31:17",12.656605424322,14.4
"11:31:18",14.3713910761155,23.1333333333333
"11:31:19",14.3304899387577,24.9333333333333
"11:31:20",14.2661171259843,29.625
"11:31:21",13.5008905136858,17.6428571428571
"11:31:22",14.4311843832021,13.625
"11:31:23",13.4713473315836,22.9333333333333
"11:31:24",13.4717847769029,11.8666666666667
"11:31:25",12.9639107611549,2.8
"11:31:26",13.2445319335083,5.4
"11:31:27",14.5146407480315,7.9375
"11:31:28",13.9790026246719,25.2666666666667
"11:31:29",13.916447944007,13.0666666666667
"11:31:30",14.3991688538933,18.8666666666667
"11:31:31",14.2817147856518,11.9333333333333
"11:31:32",13.2250656167979,4.66666666666667
"11:31:33",11.7410323709536,0
"11:31:34",13.0355971128609,0
"11:31:35",11.1108923884514,0
"11:31:36",13.4510061242345,3.46666666666667
"11:31:37",14.0010936132983,15.1333333333333
"11:31:38",14.0181539807524,1.6
"11:31:39",14.6399825021872,1.53333333333333
