"time","avg_dist","avg_conf"
"09:57:40",25.9448818897638,100
"09:57:41",20.7365485564304,0
"09:57:42",14.488188976378,14.1333333333333
"09:57:43",13.8003062117235,16.6666666666667
"09:57:44",14.1454505686789,19.8666666666667
"09:57:45",13.7878390201225,15.7333333333333
"09:57:46",14.0314960629921,21.0666666666667
"09:57:47",14.2049431321085,18.2666666666667
"09:57:48",14.0129046369204,5.66666666666667
"09:57:49",14.6259842519685,0.933333333333333
"09:57:50",14.6751968503937,21.8125
"09:57:51",14.7459692538433,25.3571428571429
"09:57:52",14.824348879467,22.3846153846154
"09:57:53",14.829615048119,24.7333333333333
"09:57:54",14.8600174978128,23.8
"09:57:55",14.4910011248594,11
"09:57:56",14.3660407833636,0.384615384615385
"09:57:57",14.0967437664042,19.8125
"09:57:58",13.6342957130359,23.4666666666667
"09:57:59",13.0216535433071,6.73333333333333
"09:58:00",13.9234470691164,37.0666666666667
"09:58:01",13.9101049868766,19
"09:58:02",13.1268591426072,12.8666666666667
"09:58:03",12.9195100612423,12.4666666666667
"09:58:04",13.6891951006124,12.2666666666667
"09:58:05",14.3897637795276,16.9375
"09:58:06",13.6426071741032,21.1333333333333
"09:58:07",13.924978127734,16.8
"09:58:08",14.3186789151356,0
"09:58:09",14.1404199475066,2.6
"09:58:10",14.667760279965,24.8666666666667
"09:58:11",14.6907261592301,30.8666666666667
"09:58:12",13.4545193569554,21.5625
"09:58:13",12.8637357830271,3.26666666666667
"09:58:14",13.2458442694663,0
"09:58:15",12.9254155730534,11.3333333333333
"09:58:16",12.3412073490814,87.6
"09:58:17",12.6375902230971,94.6875
"09:58:18",13.4422572178478,38.1333333333333
"09:58:19",13.9749718785152,3.35714285714286
"09:58:20",13.8324584426947,0.266666666666667
"09:58:21",14.3771091113611,0.785714285714286
"09:58:22",14.6520122484689,19.6
"09:58:23",14.0548993875766,24.2
"09:58:24",14.3678231627297,8.4375
"09:58:25",13.0551181102362,15.7333333333333
"09:58:26",12.7475940507437,1
"09:58:27",14.3912948381452,27
"09:58:28",14.5255905511811,26.6666666666667
"09:58:29",14.1793525809274,15.3333333333333
"09:58:30",14.1129429133858,24.3125
"09:58:31",12.8346456692913,5.64285714285714
"09:58:32",7.40998195538058,0
"09:58:33",13.2283464566929,7.93333333333333
"09:58:34",14.6388888888889,10.0666666666667
"09:58:35",14.5618985126859,6.26666666666667
"09:58:36",14.1929133858268,0
"09:58:37",11.3213582677165,0.6875
"09:58:38",10.7817147856518,0
"09:58:39",13.676946631671,1.13333333333333
"09:58:40",14.0984251968504,2.46666666666667
"09:58:41",13.6699475065617,0
"09:58:42",14.2010061242345,2.53333333333333
"09:58:43",13.4020122484689,1.86666666666667
"09:58:44",13.5752405949256,6.93333333333333
"09:58:45",13.576334208224,3.2
"09:58:46",12.9623797025372,0.533333333333333
"09:58:47",12.6826334208224,6.8
"09:58:48",14.3068678915136,23.2666666666667
"09:58:49",14.1802274715661,19.2666666666667
"09:58:50",13.4523184601925,10.2
"09:58:51",13.5043744531934,0
"09:58:52",14.5333005249344,6.125
"09:58:53",13.3213035870516,0.866666666666667
"09:58:54",13.6001749781277,9.06666666666667
"09:58:55",13.6100174978128,19.1333333333333
"09:58:56",14.0846456692913,44.8666666666667
"09:58:57",14.1080489938758,16.5333333333333
"09:58:58",16.0461504811899,95.7333333333333
"09:58:59",15.8884924540682,100
"09:59:00",15.8425196850394,100
"09:59:01",15.5603674540682,100
"09:59:02",14.9978127734033,100
"09:59:03",14.3013998250219,100
"09:59:04",14.000656167979,100
"09:59:05",13.6122047244094,100
"09:59:06",13.511154855643,100
"09:59:07",13.5813648293963,100
"09:59:08",12.8486439195101,100
"09:59:09",12.7755905511811,100
"09:59:10",12.8094925634296,100
"09:59:11",13.0522747156605,100
"09:59:12",12.661198600175,100
"09:59:13",12.5015310586177,100
"09:59:14",12.1342957130359,100
"09:59:15",12.0918635170604,100
"09:59:16",12.3035870516185,100
"09:59:17",11.6590797244094,100
"09:59:18",10.909230096238,100
"09:59:19",10.3381608548931,100
"09:59:20",9.54293799212599,100
"09:59:21",8.86461067366579,100
"09:59:22",8.08639545056868,100
"09:59:23",7.86023622047244,100
"09:59:24",7.87093996062992,100
"09:59:25",7.94553805774278,100
"09:59:26",7.57830271216098,100
"09:59:27",6.88845144356955,100
"09:59:28",6.37139107611549,100
"09:59:29",6.14370078740157,100
"09:59:30",6.24405347769029,100
"09:59:31",6.46676977877765,100
"09:59:32",6.5159530839895,100
"09:59:33",6.36920384951881,100
"09:59:34",6.10323709536308,100
"09:59:35",5.73753280839895,100
"09:59:36",5.36876640419948,100
"09:59:37",4.93663877952756,100
"09:59:38",4.58792650918635,100
"09:59:39",4.55075928008999,100
"09:59:40",4.70328904199475,100
"09:59:41",4.79046369203849,100
"09:59:42",4.88035870516186,100
"09:59:43",4.96062992125984,100
"09:59:44",5.18088363954506,100
"09:59:45",5.15501968503937,100
"09:59:46",5.04199475065617,100
"09:59:47",5.03608923884514,100
"09:59:48",5.07983377077865,100
"09:59:49",5.15201224846894,100
"09:59:50",4.99693788276465,100
"09:59:51",5.00853018372703,100
"09:59:52",4.95570866141732,100
"09:59:53",4.70056867891514,100
"09:59:54",4.47265966754156,100
"09:59:55",4.2001312335958,100
"09:59:56",4.09592355643045,100
"09:59:57",4.20406824146982,100
"09:59:58",4.14741907261592,100
"09:59:59",4.0255905511811,100
"10:00:00",3.89304461942257,100
"10:00:01",3.69510061242345,100
"10:00:02",3.48840769903762,100
"10:00:03",3.3173665791776,100
"10:00:04",3.20989173228346,100
"10:00:05",3.18963254593176,100
"10:00:06",2.98797025371829,100
"10:00:07",2.75371828521435,100
"10:00:08",2.62860892388451,100
"10:00:09",2.52501640419948,100
"10:00:10",2.48753280839895,100
"10:00:11",2.54702537182852,100
"10:00:12",2.81058617672791,100
"10:00:13",2.95034995625547,100
"10:00:14",2.87357830271216,100
"10:00:15",2.75590551181102,100
"10:00:16",2.65214895013123,100
"10:00:17",2.63013998250219,100
"10:00:18",2.67825896762905,100
"10:00:19",2.66666666666667,100
"10:00:20",2.63954505686789,100
"10:00:21",2.61745406824147,100
"10:00:22",2.81036745406824,100
"10:00:23",3.11700295275591,100
"10:00:24",3.4009186351706,100
"10:00:25",3.21259842519685,100
"10:00:26",2.98184601924759,100
"10:00:27",2.8740157480315,100
"10:00:28",2.83311461067367,100
"10:00:29",2.77538549868766,100
"10:00:30",2.72156605424322,100
"10:00:31",2.84886264216973,100
"10:00:32",2.98403324584427,100
"10:00:33",3.14020122484689,100
"10:00:34",3.38013998250219,100
"10:00:35",3.68482064741907,100
"10:00:36",3.99626804461942,100
"10:00:37",3.90157480314961,100
"10:00:38",3.62335958005249,100
"10:00:39",3.45603674540682,100
"10:00:40",3.2661854768154,100
"10:00:41",3.15157480314961,100
"10:00:42",2.98966535433071,100
"10:00:43",2.7685601799775,100
"10:00:44",2.61995570866142,100
"10:00:45",2.6091426071741,100
"10:00:46",2.64413823272091,100
"10:00:47",2.67716535433071,100
"10:00:48",2.75021872265967,100
"10:00:49",2.91359087926509,100
"10:00:50",3.11176727909011,100
"10:00:51",3.30205599300088,100
"10:00:52",3.28608923884514,100
"10:00:53",3.28083989501312,100
"10:00:54",3.25328083989501,100
"10:00:55",3.28762029746282,100
"10:00:56",3.40100065616798,100
"10:00:57",3.45669291338583,100
"10:00:58",3.6159230096238,100
"10:00:59",3.67322834645669,100
"10:01:00",3.70909886264217,100
"10:01:01",3.87029746281715,100
"10:01:02",3.81992290026247,100
"10:01:03",3.8160542432196,100
"10:01:04",3.8423009623797,100
"10:01:05",3.91469816272966,100
"10:01:06",3.92672790901137,100
"10:01:07",3.9501312335958,100
"10:01:08",3.97222222222222,100
"10:01:09",4.08751640419948,100
"10:01:10",4.09536307961505,100
"10:01:11",4.02535620547432,100
"10:01:12",4.04483814523185,100
"10:01:13",4.08727034120735,100
"10:01:14",3.91207349081365,100
"10:01:15",3.65332458442695,100
"10:01:16",3.53062117235346,100
"10:01:17",3.36854768153981,100
"10:01:18",3.22265966754156,100
"10:01:19",3.08661417322835,100
"10:01:20",3.0343394575678,100
"10:01:21",3.02384076990376,100
"10:01:22",2.90784940944882,100
"10:01:23",2.90940194975628,100
"10:01:24",2.91195045931759,100
"10:01:25",3.03083989501312,100
