"X","date","time","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","HavDIS","EucDIS"
696,"8/15/2022","10:07:35","00:11:36",-8,128,94,47.619461,-122.3635025,10,55.38,11.6,0.577770058422105,0.578612942581144
697,"8/15/2022","10:07:36","00:11:37",-8,128,94,47.619461,-122.3635025,10,55.36,11.6166666666667,0,0
698,"8/15/2022","10:07:37","00:11:38",-8,127,94,47.619461,-122.3635025,10,55.36,11.6333333333333,0,0
699,"8/15/2022","10:07:38","00:11:39",-8,128,94,47.619461,-122.3635025,10,55.36,11.65,0,0
700,"8/15/2022","10:07:39","00:11:40",-8.1,128,94,47.6194572,-122.3634948,10,55.36,11.6666666666667,0.716072038253674,0.716353482654429
701,"8/15/2022","10:07:40","00:11:41",-8.1,128,94,47.6194725,-122.3635253,10,55.33,11.6833333333333,2.85278822400377,2.85384442069271
702,"8/15/2022","10:07:41","00:11:42",-8,127,94,47.6194686,-122.3635177,10,55.36,11.7,0.716719320924386,0.716961716766741
703,"8/15/2022","10:07:42","00:11:43",-8,126,94,47.6194686,-122.3635253,10,55.36,11.7166666666667,0.570266470331656,0.571098406866525
704,"8/15/2022","10:07:43","00:11:44",-8,126,94,47.619461,-122.3635177,10,55.33,11.7333333333333,1.02027814366856,1.0196228911772
705,"8/15/2022","10:07:44","00:11:45",-8,126,94,47.6194648,-122.3635253,10,55.33,11.75,0.710031560841518,0.710297693128298
706,"8/15/2022","10:07:45","00:11:46",-8,126,94,47.6196556,-122.3630142,10,55.33,11.7666666666667,43.8392166966216,43.8717501382643
707,"8/15/2022","10:07:46","00:11:47",-7.9,127,94,47.6195945,-122.363388,10,55.33,11.7833333333333,28.8609354161159,28.898147113895
708,"8/15/2022","10:07:47","00:11:48",-7.9,126,94,47.6195945,-122.363388,10,55.33,11.8,0,0
709,"8/15/2022","10:07:48","00:11:49",-7.9,126,94,47.6195526,-122.3634185,10,55.33,11.8166666666667,5.19548831932688,5.19027016344983
710,"8/15/2022","10:07:49","00:11:50",-7.9,126,94,47.619503,-122.3634643,10,55.33,11.8333333333333,6.50358416632336,6.49874733234538
711,"8/15/2022","10:07:50","00:11:51",-7.9,126,94,47.6194801,-122.3634796,10,55.31,11.85,2.79579871728697,2.7927732225679
712,"8/15/2022","10:07:51","00:11:52",-8,127,94,47.6194801,-122.3635101,10,55.33,11.8666666666667,2.28856888013013,2.29190757920597
713,"8/15/2022","10:07:52","00:11:53",-8,127,94,47.6194763,-122.3635406,10,55.33,11.8833333333333,2.32733512621945,2.3304956650901
714,"8/15/2022","10:07:53","00:11:54",-7.9,126,94,47.6194725,-122.3635406,10,55.33,11.9,0.423014065129185,0.422337958730679
715,"8/15/2022","10:07:54","00:11:55",-7.9,126,94,47.6194686,-122.3635559,10,55.33,11.9166666666667,1.22738353510963,1.22870526245412
716,"8/15/2022","10:07:55","00:11:56",-8,126,94,47.6194686,-122.3635559,10,55.31,11.9333333333333,0,0
717,"8/15/2022","10:07:56","00:11:57",-8,126,94,47.6194686,-122.3635635,10,55.31,11.95,0.570266470331656,0.571098405031911
718,"8/15/2022","10:07:57","00:11:58",-8,126,94,47.6194763,-122.3635787,10,55.29,11.9666666666667,1.42672302680558,1.4272315861538
719,"8/15/2022","10:07:58","00:11:59",-7.9,127,94,47.6194763,-122.3635787,10,55.29,11.9833333333333,0,0
720,"8/15/2022","10:07:59","00:12:00",-7.9,128,94,47.6194839,-122.3636016,10,55.31,12,1.91528775868806,1.91694078647924
721,"8/15/2022","10:08:00","00:12:01",-7.9,131,94,47.6194877,-122.3636093,10,55.31,12.0166666666667,0.716071800181946,0.716353239277058
722,"8/15/2022","10:08:01","00:12:02",-7.9,136,94,47.6194915,-122.3636169,10,55.31,12.0333333333333,0.710031326940228,0.710297453932776
723,"8/15/2022","10:08:02","00:12:03",-8,137,94,47.6194953,-122.3636169,10,55.29,12.05,0.423014064421069,0.422337955330165
724,"8/15/2022","10:08:03","00:12:04",-7.9,141,94,47.6194992,-122.3636245,10,55.29,12.0666666666667,0.716719087686555,0.716961477592469
725,"8/15/2022","10:08:04","00:12:05",-7.9,144,94,47.619503,-122.3636322,10,55.29,12.0833333333333,0.716071665299271,0.716353104697907
726,"8/15/2022","10:08:05","00:12:06",-7.9,143,94,47.6195106,-122.3636398,10,55.29,12.1,1.02027788654854,1.01962262767207
727,"8/15/2022","10:08:06","00:12:07",-7.9,144,94,47.6195106,-122.3636398,10,55.29,12.1166666666667,0,0
728,"8/15/2022","10:08:07","00:12:08",-7.8,145,94,47.6195182,-122.363655,10,55.29,12.1333333333333,1.42006221783369,1.42059447006497
729,"8/15/2022","10:08:08","00:12:09",-7.8,144,94,47.619522,-122.363655,10,55.29,12.15,0.423014065129185,0.422337955504104
730,"8/15/2022","10:08:09","00:12:10",-7.8,143,94,47.619522,-122.363655,10,55.29,12.1666666666667,0,0
731,"8/15/2022","10:08:10","00:12:11",-7.8,140,94,47.6195297,-122.3636703,10,55.29,12.1833333333333,1.43272753630593,1.4332514496702
732,"8/15/2022","10:08:11","00:12:12",-7.8,140,94,47.6195297,-122.3636703,10,55.29,12.2,0,0
733,"8/15/2022","10:08:12","00:12:13",-7.8,140,94,47.6195411,-122.3636856,10,55.29,12.2166666666667,1.71127215908963,1.71089354893695
734,"8/15/2022","10:08:13","00:12:14",-7.8,140,94,47.6195449,-122.3636856,10,55.29,12.2333333333333,0.423014065129185,0.422337956940832
735,"8/15/2022","10:08:14","00:12:15",-7.8,140,94,47.6195526,-122.3637008,10,55.29,12.25,1.42672169579109,1.42723024677895
736,"8/15/2022","10:08:15","00:12:16",-7.8,139,94,47.6195602,-122.3637008,10,55.26,12.2666666666667,0.846028130258369,0.844675914397655
737,"8/15/2022","10:08:16","00:12:17",-7.8,139,94,47.619564,-122.3637008,10,55.29,12.2833333333333,0.423014064421069,0.422337958132984
738,"8/15/2022","10:08:17","00:12:18",-7.8,140,94,47.6195755,-122.3637161,10,55.29,12.3,1.71954308469041,1.71913993515785
739,"8/15/2022","10:08:18","00:12:19",-7.8,139,94,47.6195831,-122.3637161,10,55.29,12.3166666666667,0.846028129550254,0.844675916777215
740,"8/15/2022","10:08:19","00:12:20",-7.7,139,94,47.6195907,-122.3637237,10,55.29,12.3333333333333,1.02027739939337,1.01962214244573
741,"8/15/2022","10:08:20","00:12:21",-7.8,139,94,47.6195907,-122.3637237,10,55.29,12.35,0,0
742,"8/15/2022","10:08:21","00:12:22",-7.8,139,94,47.6195983,-122.3637237,10,55.29,12.3666666666667,0.846028129550254,0.84467591890546
743,"8/15/2022","10:08:22","00:12:23",-7.9,139,94,47.6195945,-122.3637237,10,55.29,12.3833333333333,0.423014065129185,0.422337959919331
744,"8/15/2022","10:08:23","00:12:24",-8.2,139,94,47.6196022,-122.3637313,10,55.29,12.4,1.02952689827081,1.02884810311376
745,"8/15/2022","10:08:24","00:12:25",-8.5,139,94,47.619606,-122.363739,10,55.29,12.4166666666667,0.716070744935756,0.716352182202513
746,"8/15/2022","10:08:25","00:12:26",-8.5,139,94,47.6196098,-122.363739,10,55.29,12.4333333333333,0.423014065129185,0.422337960172591
747,"8/15/2022","10:08:26","00:12:27",-8.6,139,94,47.6196212,-122.3637542,10,55.29,12.45,1.70624622143777,1.70585180122451
748,"8/15/2022","10:08:27","00:12:28",-8.6,138,94,47.6196365,-122.3637542,10,55.29,12.4666666666667,1.70318820935684,1.70046600180217
749,"8/15/2022","10:08:28","00:12:29",-8.6,138,94,47.6196479,-122.3637542,10,55.26,12.4833333333333,1.26904219467944,1.26701388504669
750,"8/15/2022","10:08:29","00:12:30",-8.5,134,94,47.6196556,-122.3637542,10,55.29,12.5,0.857160079098466,0.855790081885542
751,"8/15/2022","10:08:30","00:12:31",-8.5,135,94,47.6196594,-122.3637619,10,55.29,12.5166666666667,0.716070271168702,0.716351708940218
752,"8/15/2022","10:08:31","00:12:32",-8.6,135,94,47.6196594,-122.3637619,10,55.29,12.5333333333333,0,0
753,"8/15/2022","10:08:32","00:12:33",-8.7,135,94,47.619667,-122.3637619,10,55.29,12.55,0.846028129550254,0.844675925800631
754,"8/15/2022","10:08:33","00:12:34",-8.6,134,94,47.6196784,-122.3637619,10,55.29,12.5666666666667,1.26904219467944,1.26701389243805
755,"8/15/2022","10:08:34","00:12:35",-8.5,134,94,47.6196861,-122.3637695,10,55.29,12.5833333333333,1.02952639090192,1.02884760156478
756,"8/15/2022","10:08:35","00:12:36",-8.5,134,94,47.6196937,-122.3637695,10,55.29,12.6,0.846028129550254,0.84467592980201
757,"8/15/2022","10:08:36","00:12:37",-8.6,134,94,47.6196937,-122.3637695,10,55.29,12.6166666666667,0,0
758,"8/15/2022","10:08:37","00:12:38",-8.7,134,94,47.6196937,-122.3637695,10,55.29,12.6333333333333,0,0
759,"8/15/2022","10:08:38","00:12:39",-8.6,133,94,47.6196975,-122.3637695,10,55.31,12.65,0.423014065129185,0.422337966300329
760,"8/15/2022","10:08:39","00:12:40",-8.5,133,94,47.6197052,-122.3637771,10,55.29,12.6666666666667,1.02952627491535,1.02884748728892
761,"8/15/2022","10:08:40","00:12:41",-8.3,134,94,47.6197128,-122.3637771,10,55.29,12.6833333333333,0.846028130258369,0.844675931935085
762,"8/15/2022","10:08:41","00:12:42",-8.3,134,94,47.6197242,-122.3637771,10,55.29,12.7,1.26904219467944,1.26701390070939
763,"8/15/2022","10:08:42","00:12:43",-8,135,94,47.6197242,-122.3637771,10,55.29,12.7166666666667,0,0
764,"8/15/2022","10:08:43","00:12:44",-7.8,134,94,47.6197242,-122.3637771,10,55.29,12.7333333333333,0,0
765,"8/15/2022","10:08:44","00:12:45",-7.8,134,94,47.619728,-122.3637771,10,55.26,12.75,0.423014065129185,0.422337966905996
766,"8/15/2022","10:08:45","00:12:46",-7.8,134,94,47.6197395,-122.3637771,10,55.26,12.7666666666667,1.28017414422765,1.27812805983669
767,"8/15/2022","10:08:46","00:12:47",-7.9,134,94,47.6197471,-122.3637771,10,55.29,12.7833333333333,0.846028129550254,0.844675938485636
768,"8/15/2022","10:08:47","00:12:48",-7.9,133,94,47.6197509,-122.3637771,10,55.26,12.8,0.423014065129185,0.422337968779082
769,"8/15/2022","10:08:48","00:12:49",-7.8,133,94,47.6197509,-122.3637847,10,55.26,12.8166666666667,0.570263391166629,0.57109531942471
770,"8/15/2022","10:08:49","00:12:50",-7.7,133,94,47.6197547,-122.3637847,10,55.29,12.8333333333333,0.423014065129185,0.422337970304585
771,"8/15/2022","10:08:50","00:12:51",-7.7,133,94,47.6197586,-122.3637847,10,55.29,12.85,0.434146013969282,0.433452125679025
772,"8/15/2022","10:08:51","00:12:52",-7.8,133,94,47.6197547,-122.3637924,10,55.29,12.8666666666667,0.722701339747305,0.722959120721662
773,"8/15/2022","10:08:52","00:12:53",-7.9,134,94,47.6197547,-122.3637924,10,55.29,12.8833333333333,0,0
774,"8/15/2022","10:08:53","00:12:54",-7.8,133,94,47.6197662,-122.3637847,10,55.29,12.9,1.40451424202499,1.40299695101166
775,"8/15/2022","10:08:54","00:12:55",-7.8,135,94,47.6197738,-122.3637847,10,55.26,12.9166666666667,0.846028129550254,0.844675939693156
776,"8/15/2022","10:08:55","00:12:56",-7.8,135,94,47.6197738,-122.3637924,10,55.29,12.9333333333333,0.577766601687671,0.578609476338252
777,"8/15/2022","10:08:56","00:12:57",-7.8,135,94,47.6197738,-122.3637924,10,55.29,12.95,0,0
778,"8/15/2022","10:08:57","00:12:58",-7.8,135,94,47.61977,-122.3638,10,55.26,12.9666666666667,0.710028853468638,0.71029498188616
779,"8/15/2022","10:08:58","00:12:59",-7.7,136,94,47.61977,-122.3638,10,55.29,12.9833333333333,0,0
780,"8/15/2022","10:08:59","00:13:00",-7.8,139,94,47.61977,-122.3638,10,55.26,13,0,0
781,"8/15/2022","10:09:00","00:13:01",-7.9,138,94,47.61977,-122.3638,10,55.29,13.0166666666667,0,0
782,"8/15/2022","10:09:01","00:13:02",-7.8,138,94,47.61977,-122.3638076,10,55.26,13.0333333333333,0.570263180925169,0.571095108377457
783,"8/15/2022","10:09:02","00:13:03",-7.8,138,94,47.6197738,-122.3638076,10,55.29,13.05,0.423014064421069,0.422337968358257
784,"8/15/2022","10:09:03","00:13:04",-7.8,138,94,47.6197738,-122.3638076,10,55.26,13.0666666666667,0,0
785,"8/15/2022","10:09:04","00:13:05",-7.8,138,94,47.6197738,-122.3638076,10,55.26,13.0833333333333,0,0
786,"8/15/2022","10:09:05","00:13:06",-7.8,136,94,47.6197738,-122.3638076,10,55.26,13.1,0,0
787,"8/15/2022","10:09:06","00:13:07",-7.9,137,94,47.6197738,-122.3638076,10,55.26,13.1166666666667,0,0
788,"8/15/2022","10:09:07","00:13:08",-7.8,136,94,47.6197738,-122.3638076,10,55.26,13.1333333333333,0,0
789,"8/15/2022","10:09:08","00:13:09",-7.8,135,94,47.6197776,-122.3638153,10,55.26,13.15,0.716069216812489,0.716350657052628
790,"8/15/2022","10:09:09","00:13:10",-7.7,136,94,47.6197738,-122.3638153,10,55.26,13.1666666666667,0.423014065129185,0.422337969879002
791,"8/15/2022","10:09:10","00:13:11",-7.8,136,94,47.61977,-122.3638229,10,55.26,13.1833333333333,0.710028851935244,0.710294978786941
792,"8/15/2022","10:09:11","00:13:12",-7.9,139,94,47.61977,-122.3638229,10,55.26,13.2,0,0
793,"8/15/2022","10:09:12","00:13:13",-7.9,138,94,47.6197662,-122.3638229,10,55.26,13.2166666666667,0.423014065129185,0.422337969536213
794,"8/15/2022","10:09:13","00:13:14",-7.8,137,94,47.6197624,-122.3638229,10,55.26,13.2333333333333,0.423014065129185,0.422337968603012
795,"8/15/2022","10:09:14","00:13:15",-7.8,137,94,47.6197586,-122.3638229,10,55.26,13.25,0.423014065129185,0.422337968602057
796,"8/15/2022","10:09:15","00:13:16",-7.8,137,94,47.6197586,-122.3638229,10,55.26,13.2666666666667,0,0
797,"8/15/2022","10:09:16","00:13:17",-7.8,134,94,47.6197586,-122.3638229,10,55.26,13.2833333333333,0,0
798,"8/15/2022","10:09:17","00:13:18",-7.8,130,94,47.6197586,-122.3638305,10,55.29,13.3,0.570263307179291,0.571095233285933
799,"8/15/2022","10:09:18","00:13:19",-7.8,131,94,47.6197509,-122.3638305,10,55.26,13.3166666666667,0.857160079098466,0.855790092770803
800,"8/15/2022","10:09:19","00:13:20",-7.7,131,94,47.6197433,-122.3638305,10,55.26,13.3333333333333,0.846028129550254,0.844675932786695
801,"8/15/2022","10:09:20","00:13:21",-7.7,130,94,47.6197433,-122.3638305,10,55.26,13.35,0,0
802,"8/15/2022","10:09:21","00:13:22",-7.7,131,94,47.6197471,-122.3638305,10,55.26,13.3666666666667,0.423014064421069,0.422337964530288
803,"8/15/2022","10:09:22","00:13:23",-7.8,131,94,47.6197357,-122.3638305,10,55.26,13.3833333333333,1.26904219467944,1.26701389824159
804,"8/15/2022","10:09:23","00:13:24",-7.8,130,94,47.6197395,-122.3638305,10,55.26,13.4,0.423014065129185,0.422337966389051
805,"8/15/2022","10:09:24","00:13:25",-7.7,130,94,47.6197395,-122.3638305,10,55.26,13.4166666666667,0,0
806,"8/15/2022","10:09:25","00:13:26",-7.6,130,94,47.6197395,-122.3638305,10,55.29,13.4333333333333,0,0
807,"8/15/2022","10:09:26","00:13:27",-7.6,130,94,47.6197433,-122.3638305,10,55.26,13.45,0.423014065129185,0.422337967322252
808,"8/15/2022","10:09:27","00:13:28",-7.8,130,94,47.6197395,-122.3638381,10,55.26,13.4666666666667,0.710029119548414,0.710295245301236
809,"8/15/2022","10:09:28","00:13:29",-7.9,130,94,47.6197319,-122.3638381,10,55.26,13.4833333333333,0.846028130258369,0.844675931166978
810,"8/15/2022","10:09:30","00:13:30",-7.9,130,94,47.6197242,-122.3638381,10,55.26,13.5,0.857160079098466,0.85579008646885
811,"8/15/2022","10:09:31","00:13:31",-7.9,129,94,47.6197242,-122.3638381,10,55.26,13.5166666666667,0,0
812,"8/15/2022","10:09:32","00:13:32",-7.8,129,94,47.619728,-122.3638381,10,55.26,13.5333333333333,0.423014065129185,0.422337964181778
813,"8/15/2022","10:09:33","00:13:33",-7.8,129,94,47.619728,-122.3638381,10,55.26,13.55,0,0
814,"8/15/2022","10:09:34","00:13:34",-7.7,129,94,47.6197319,-122.3638381,10,55.26,13.5666666666667,0.434146013969282,0.433452122287072
815,"8/15/2022","10:09:35","00:13:35",-7.7,130,94,47.6197357,-122.3638381,10,55.26,13.5833333333333,0.423014065129185,0.42233796604818
816,"8/15/2022","10:09:36","00:13:36",-7.8,130,94,47.619728,-122.3638458,10,55.26,13.6,1.03370120688887,1.03303733533492
817,"8/15/2022","10:09:37","00:13:37",-7.9,130,94,47.6197204,-122.3638458,10,55.26,13.6166666666667,0.846028130258369,0.844675928605475
818,"8/15/2022","10:09:38","00:13:38",-7.9,130,94,47.6197166,-122.3638458,10,55.26,13.6333333333333,0.423014065129185,0.422337964765519
819,"8/15/2022","10:09:39","00:13:39",-7.9,130,94,47.6197166,-122.3638458,10,55.26,13.65,0,0
820,"8/15/2022","10:09:40","00:13:40",-7.8,131,94,47.6197204,-122.3638534,10,55.24,13.6666666666667,0.710029320160846,0.710295443052455
821,"8/15/2022","10:09:41","00:13:41",-7.7,131,94,47.6197166,-122.3638534,10,55.24,13.6833333333333,0.423014065129185,0.422337963495274
822,"8/15/2022","10:09:42","00:13:42",-7.8,134,94,47.619709,-122.3638534,10,55.26,13.7,0.846028129550254,0.844675926053529
823,"8/15/2022","10:09:43","00:13:43",-7.8,139,94,47.6197013,-122.3638534,10,55.22,13.7166666666667,0.857160079098466,0.855790084133043
824,"8/15/2022","10:09:44","00:13:44",-7.8,139,94,47.6197013,-122.3638534,10,55.22,13.7333333333333,0,0
825,"8/15/2022","10:09:45","00:13:45",-7.9,139,94,47.6196975,-122.3638534,10,55.22,13.75,0.423014065129185,0.422337961623144
826,"8/15/2022","10:09:46","00:13:46",-7.9,139,94,47.6196975,-122.3638534,10,55.22,13.7666666666667,0,0
827,"8/15/2022","10:09:47","00:13:47",-7.8,139,94,47.6196899,-122.3638534,10,55.22,13.7833333333333,0.846028130258369,0.844675923242469
828,"8/15/2022","10:09:48","00:13:48",-7.8,138,94,47.6196899,-122.363861,10,55.22,13.8,0.570264054611283,0.571095978014325
829,"8/15/2022","10:09:49","00:13:49",-7.8,138,94,47.6196784,-122.3638534,10,55.22,13.8166666666667,1.40144461291271,1.39991498929541
830,"8/15/2022","10:09:50","00:13:50",-7.8,138,94,47.6196784,-122.363861,10,55.22,13.8333333333333,0.570264180046776,0.571096103272998
831,"8/15/2022","10:09:51","00:13:51",-7.8,135,94,47.6196746,-122.363861,10,55.22,13.85,0.423014064421069,0.422337960342401
832,"8/15/2022","10:09:52","00:13:52",-7.7,136,94,47.6196708,-122.363861,10,55.22,13.8666666666667,0.423014065129185,0.422337960341446
833,"8/15/2022","10:09:53","00:13:53",-7.7,135,94,47.619667,-122.363861,10,55.22,13.8833333333333,0.423014065129185,0.422337959407291
834,"8/15/2022","10:09:54","00:13:54",-7.6,135,93,47.6196632,-122.363861,10,55.24,13.9,0.423014065129185,0.422337960337627
835,"8/15/2022","10:09:55","00:13:55",-7.7,134,93,47.6196632,-122.363861,10,55.22,13.9166666666667,0,0
836,"8/15/2022","10:09:56","00:13:56",-7.6,136,93,47.6196632,-122.3638687,10,55.2,13.9333333333333,0.577767825832963,0.578610694704543
837,"8/15/2022","10:09:57","00:13:57",-7.5,136,93,47.6196632,-122.3638687,10,55.22,13.95,0,0
838,"8/15/2022","10:09:58","00:13:58",-7.4,134,93,47.6196632,-122.3638763,10,55.24,13.9666666666667,0.57026434583974,0.571096268002208
839,"8/15/2022","10:09:59","00:13:59",-7.3,136,93,47.6196594,-122.3638687,10,55.22,13.9833333333333,0.71002982083185,0.710295939462245
840,"8/15/2022","10:10:00","00:14:00",-7.3,136,93,47.6196556,-122.3638687,10,55.22,14,0.4230140658373,0.42233795999009
841,"8/15/2022","10:10:01","00:14:01",-7,135,93,47.6196517,-122.3638687,10,55.22,14.0166666666667,0.434146013969282,0.433452115261408
842,"8/15/2022","10:10:02","00:14:02",-6.7,135,93,47.6196479,-122.3638687,10,55.26,14.0333333333333,0.423014065129185,0.422337959055934
843,"8/15/2022","10:10:03","00:14:03",-6.7,134,93,47.6196441,-122.3638687,10,55.26,14.05,0.423014064421069,0.422337956259196
844,"8/15/2022","10:10:04","00:14:04",-6.7,134,93,47.6196403,-122.3638763,10,55.26,14.0666666666667,0.710029988576637,0.710296107165577
845,"8/15/2022","10:10:05","00:14:05",-6.8,134,93,47.6196365,-122.3638763,10,55.26,14.0833333333333,0.423014065129185,0.422337956848683
846,"8/15/2022","10:10:06","00:14:06",-6.8,135,93,47.6196365,-122.3638763,10,55.26,14.1,0,0
847,"8/15/2022","10:10:07","00:14:07",-6.8,132,93,47.6196289,-122.3638687,10,55.26,14.1166666666667,1.02027711958652,1.01962185423837
848,"8/15/2022","10:10:08","00:14:08",-6.6,131,93,47.6196289,-122.3638763,10,55.26,14.1333333333333,0.570264719964505,0.57109664157405
849,"8/15/2022","10:10:09","00:14:09",-6.6,132,93,47.619625,-122.3638763,10,55.26,14.15,0.434146013969282,0.433452112106635
850,"8/15/2022","10:10:10","00:14:10",-6.7,136,93,47.619625,-122.3638763,10,55.26,14.1666666666667,0,0
851,"8/15/2022","10:10:11","00:14:11",-6.8,135,93,47.6196212,-122.3638763,10,55.26,14.1833333333333,0.423014065129185,0.422337955909753
852,"8/15/2022","10:10:12","00:14:12",-6.9,135,93,47.6196212,-122.3638763,10,55.26,14.2,0,0
853,"8/15/2022","10:10:13","00:14:13",-6.8,135,93,47.6196136,-122.3638687,10,55.26,14.2166666666667,1.02027721227578,1.01962194615102
854,"8/15/2022","10:10:14","00:14:14",-6.6,135,93,47.6196098,-122.3638687,10,55.26,14.2333333333333,0.4230140658373,0.422337955312629
855,"8/15/2022","10:10:15","00:14:15",-6.6,132,93,47.619606,-122.3638687,10,55.26,14.25,0.423014065129185,0.422337955311674
856,"8/15/2022","10:10:16","00:14:16",-6.7,132,93,47.619606,-122.3638763,10,55.26,14.2666666666667,0.570264969744482,0.571096890927283
857,"8/15/2022","10:10:17","00:14:17",-6.8,135,93,47.619606,-122.3638763,10,55.26,14.2833333333333,0,0
858,"8/15/2022","10:10:18","00:14:18",-6.8,136,93,47.619606,-122.3638687,10,55.29,14.3,0.570264969744482,0.571096890927283
859,"8/15/2022","10:10:19","00:14:19",-6.8,135,93,47.6196022,-122.3638687,10,55.29,14.3166666666667,0.423014064421069,0.422337955308809
860,"8/15/2022","10:10:20","00:14:20",-6.7,135,93,47.6196022,-122.3638687,10,55.29,14.3333333333333,0,0
861,"8/15/2022","10:10:21","00:14:21",-6.7,135,93,47.6195983,-122.3638687,10,55.29,14.35,0.434146013969282,0.433452111511419
862,"8/15/2022","10:10:22","00:14:22",-6.7,135,93,47.6195983,-122.3638687,10,55.29,14.3666666666667,0,0
863,"8/15/2022","10:10:23","00:14:23",-6.7,133,93,47.6195907,-122.363861,10,55.29,14.3833333333333,1.02449018240346,1.02384989234189
864,"8/15/2022","10:10:24","00:14:24",-6.8,133,93,47.6195831,-122.363861,10,55.31,14.4,0.846028130966485,0.844675910359442
865,"8/15/2022","10:10:25","00:14:25",-6.8,131,93,47.6195755,-122.363861,10,55.31,14.4166666666667,0.846028129550254,0.844675904764057
866,"8/15/2022","10:10:26","00:14:26",-6.7,128,93,47.6195716,-122.363861,10,55.29,14.4333333333333,0.434146013969282,0.433452109989691
867,"8/15/2022","10:10:27","00:14:27",-6.6,128,93,47.6195678,-122.3638534,10,55.31,14.45,0.710030624124486,0.710296738911301
868,"8/15/2022","10:10:28","00:14:28",-6.7,128,93,47.6195602,-122.3638534,10,55.31,14.4666666666667,0.846028129550254,0.844675905429541
869,"8/15/2022","10:10:29","00:14:29",-6.8,129,93,47.6195564,-122.363861,10,55.31,14.4833333333333,0.710030723570659,0.710296838763926
870,"8/15/2022","10:10:30","00:14:30",-7,128,93,47.6195602,-122.3638687,10,55.29,14.5,0.716071155272676,0.716352581490971
871,"8/15/2022","10:10:31","00:14:31",-7.1,127,93,47.6195602,-122.3638687,10,55.29,14.5166666666667,0,0
872,"8/15/2022","10:10:32","00:14:32",-7.2,125,93,47.6195564,-122.3638687,10,55.31,14.5333333333333,0.423014065129185,0.422337951563594
873,"8/15/2022","10:10:33","00:14:33",-7.3,126,93,47.6195526,-122.363861,10,55.33,14.55,0.71607118915557,0.716352614811535
874,"8/15/2022","10:10:34","00:14:34",-7.3,126,93,47.6195526,-122.3638687,10,55.31,14.5666666666667,0.577769048066889,0.578611915177005
875,"8/15/2022","10:10:35","00:14:35",-7.4,126,93,47.6195487,-122.363861,10,55.31,14.5833333333333,0.722703160803753,0.722960927294844
876,"8/15/2022","10:10:36","00:14:36",-7.5,126,93,47.6195373,-122.3638534,10,55.31,14.6,1.39128394475182,1.3897757184935
877,"8/15/2022","10:10:37","00:14:37",-7.6,126,93,47.6195411,-122.3638687,10,55.31,14.6166666666667,1.22348887134607,1.22482721119013
878,"8/15/2022","10:10:38","00:14:38",-7.6,125,93,47.6195335,-122.3638534,10,55.33,14.6333333333333,1.42609530214317,1.42664285082715
879,"8/15/2022","10:10:39","00:14:39",-7.5,125,93,47.6195259,-122.3638458,10,55.31,14.65,1.02027774752591,1.01962247300346
880,"8/15/2022","10:10:40","00:14:40",-7.5,124,93,47.619522,-122.3638534,10,55.33,14.6666666666667,0.716718855538833,0.71696123290624
881,"8/15/2022","10:10:41","00:14:41",-7.5,124,93,47.619522,-122.3638534,10,55.31,14.6833333333333,0,0
882,"8/15/2022","10:10:42","00:14:42",-7.5,125,93,47.6195144,-122.3638458,10,55.31,14.7,1.02027781763564,1.01962254091922
883,"8/15/2022","10:10:43","00:14:43",-7.5,125,93,47.6195144,-122.3638534,10,55.31,14.7166666666667,0.570265968863479,0.571097889613959
884,"8/15/2022","10:10:44","00:14:44",-7.4,125,93,47.6195068,-122.3638458,10,55.29,14.7333333333333,1.02027786338185,1.01962258584443
885,"8/15/2022","10:10:45","00:14:45",-7.4,125,93,47.6195068,-122.3638534,10,55.29,14.75,0.570266051759749,0.57109797249888
886,"8/15/2022","10:10:46","00:14:46",-7.3,126,93,47.6194953,-122.3638381,10,55.29,14.7666666666667,1.71954409184951,1.71914091084657
887,"8/15/2022","10:10:47","00:14:47",-7.4,125,93,47.619503,-122.363861,10,55.31,14.7833333333333,1.92023041674005,1.92186339575986
888,"8/15/2022","10:10:48","00:14:48",-7.3,125,93,47.6195106,-122.3638687,10,55.31,14.8,1.02449072897218,1.02385042949704
889,"8/15/2022","10:10:49","00:14:49",-7.3,125,93,47.6195144,-122.3638763,10,55.31,14.8166666666667,0.710031124794809,0.710297235894167
890,"8/15/2022","10:10:50","00:14:50",-7.4,125,93,47.6195106,-122.3638687,10,55.29,14.8333333333333,0.710031124794809,0.710297235894167
891,"8/15/2022","10:10:51","00:14:51",-7.4,125,93,47.6195106,-122.3638687,10,55.31,14.85,0,0
892,"8/15/2022","10:10:52","00:14:52",-7.4,123,93,47.6195106,-122.3638687,10,55.31,14.8666666666667,0,0
893,"8/15/2022","10:10:53","00:14:53",-7.3,126,93,47.619503,-122.363861,10,55.31,14.8833333333333,1.02449072897218,1.02385042949704
894,"8/15/2022","10:10:54","00:14:54",-7.2,126,93,47.619503,-122.363861,10,55.31,14.9,0,0
895,"8/15/2022","10:10:55","00:14:55",-7.3,126,93,47.6194992,-122.363861,10,55.31,14.9166666666667,0.423014065129185,0.422337947224122
896,"8/15/2022","10:10:56","00:14:56",-7.4,126,93,47.6194992,-122.363861,10,55.31,14.9333333333333,0,0
