"","ï..time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","EucDIS","avg_dist","avg_conf","smoothed"
"1","12:19:36","8/15/2022","0:21:45",-7.68096,52,38,47.6173667,-122.3602828,10,55.13,21.73333333,0.433452082,1.481066667,100,1.481066667
"2","12:19:37","8/15/2022","0:21:46",-7.71144,52,38,47.6173667,-122.3602828,10,55.11,21.75,0,1.456466667,100,1.456466667
"3","12:19:38","8/15/2022","0:21:47",-7.68096,52,38,47.6173667,-122.3602828,10,55.09,21.76666667,0,1.4214375,100,1.4214375
"4","12:19:39","8/15/2022","0:21:48",-7.68096,51,38,47.6173667,-122.3602828,10,55.08,21.78333333,0,1.420933333,100,1.420933333
"5","12:19:40","8/15/2022","0:21:49",-7.68096,48,38,47.6173667,-122.3602828,10,55.06,21.8,0,1.423266667,100,1.423266667
"6","12:19:41","8/15/2022","0:21:50",-7.74192,48,38,47.6173667,-122.3602828,10,55.02,21.81666667,0,1.4032,100,1.4032
"7","12:19:42","8/15/2022","0:21:51",-7.7724,49,38,47.6173629,-122.3602828,10,55.02,21.83333333,0.422337924,1.310866667,100,1.310866667
"8","12:19:43","8/15/2022","0:21:52",-7.83336,49,38,47.6173591,-122.3602828,10,55.02,21.85,0.422337924,1.220266667,100,1.220266667
"9","12:19:44","8/15/2022","0:21:53",-7.9248,49,38,47.6173629,-122.3602828,10,55,21.86666667,0.422337924,1.1454375,100,1.1454375
"10","12:19:45","8/15/2022","0:21:54",-7.98576,49,38,47.6173591,-122.3602752,10,54.99,21.88333333,0.710316208,1.054066667,100,1.054066667
"11","12:19:46","8/15/2022","0:21:55",-8.04672,49,38,47.6173591,-122.3602752,10,54.95,21.9,0,0.9582,100,0.9582
"12","12:19:47","8/15/2022","0:21:56",-8.10768,50,38,47.6173591,-122.3602752,10,54.95,21.91666667,0,0.885666667,100,0.885666667
"13","12:19:48","8/15/2022","0:21:57",-8.0772,54,38,47.6173591,-122.3602752,10,54.95,21.93333333,0,0.893866667,100,0.893866667
"14","12:19:49","8/15/2022","0:21:58",-8.0772,54,38,47.6173515,-122.3602752,10,54.93,21.95,0.844675849,0.909133333,100,0.909133333
"15","12:19:50","8/15/2022","0:21:59",-8.04672,50,38,47.6173515,-122.3602752,10,54.91,21.96666667,0,0.904533333,100,0.904533333
"16","12:19:51","8/15/2022","0:22:00",-8.04672,50,38,47.6173515,-122.3602752,10,54.91,21.98333333,0,0.897133333,100,0.897133333
"17","12:19:52","8/15/2022","0:22:01",-8.04672,50,38,47.6173515,-122.3602752,10,54.88,22,0,0.858625,100,0.858625
"18","12:19:53","8/15/2022","0:22:02",-8.0772,50,38,47.6173477,-122.3602752,10,54.88,22.01666667,0.422337921,0.837,100,0.837
"19","12:19:54","8/15/2022","0:22:03",-8.0772,50,38,47.6173515,-122.3602752,10,54.88,22.03333333,0.422337921,0.821733333,100,0.821733333
"20","12:19:55","8/15/2022","0:22:04",-8.01624,51,38,47.6173477,-122.3602752,10,54.86,22.05,0.422337921,0.847666667,100,0.847666667
"21","12:19:56","8/15/2022","0:22:05",-7.95528,51,38,47.6173439,-122.3602752,10,54.84,22.06666667,0.422337924,0.861933333,100,0.861933333
"22","12:19:57","8/15/2022","0:22:06",-7.95528,50,38,47.6173439,-122.3602676,10,54.81,22.08333333,0.57112171,0.831266667,100,0.831266667
"23","12:19:58","8/15/2022","0:22:07",-8.01624,51,38,47.6173439,-122.3602676,10,54.81,22.1,0,0.8134375,100,0.8134375
"24","12:19:59","8/15/2022","0:22:08",-7.98576,51,38,47.6173439,-122.3602676,10,54.81,22.11666667,0,0.8128,100,0.8128
"25","12:20:00","8/15/2022","0:22:09",-7.95528,51,38,47.6173439,-122.36026,10,54.81,22.13333333,0.571121709,0.8044,100,0.8044
"26","12:20:01","8/15/2022","0:22:10",-7.95528,51,38,47.6173439,-122.36026,10,54.79,22.15,0,0.761,95.46666667,0.761
"27","12:20:02","8/15/2022","0:22:11",-7.98576,51,38,47.6173439,-122.3602523,10,54.79,22.16666667,0.57863647,0.707733333,65.2,0.707733333
"28","12:20:03","8/15/2022","0:22:12",-7.9248,52,38,47.61734,-122.3602523,10,54.79,22.18333333,0.433452081,0.742066667,100,0.742066667
"29","12:20:04","8/15/2022","0:22:13",-7.86384,51,38,47.61734,-122.3602523,10,54.77,22.2,0,0.8081875,100,0.8081875
"30","12:20:05","8/15/2022","0:22:14",-7.74192,51,38,47.61734,-122.3602523,10,54.75,22.21666667,0,0.855333333,100,0.855333333
"31","12:20:06","8/15/2022","0:22:15",-7.62,51,38,47.6173362,-122.3602523,10,54.77,22.23333333,0.422337923,0.9264,100,0.9264
"32","12:20:07","8/15/2022","0:22:16",-7.52856,51,38,47.6173362,-122.3602523,10,54.73,22.25,0,0.982533333,100,0.982533333
"33","12:20:08","8/15/2022","0:22:17",-7.52856,51,38,47.6173362,-122.3602523,10,54.75,22.26666667,0,1.0108,100,1.0108
"34","12:20:09","8/15/2022","0:22:18",-7.52856,51,38,47.6173362,-122.3602523,10,54.75,22.28333333,0,0.966866667,100,0.966866667
"35","12:20:10","8/15/2022","0:22:19",-7.55904,51,38,47.6173324,-122.3602447,10,54.73,22.3,0.710316442,0.934266667,100,0.934266667
"36","12:20:11","8/15/2022","0:22:20",-7.52856,51,38,47.6173362,-122.3602447,10,54.72,22.31666667,0.422337924,0.931375,100,0.931375
"37","12:20:12","8/15/2022","0:22:21",-7.49808,51,38,47.6173362,-122.3602447,10,54.73,22.33333333,0,0.9072,100,0.9072
"38","12:20:13","8/15/2022","0:22:22",-7.52856,51,38,47.6173362,-122.3602371,10,54.73,22.35,0.571121794,0.884,100,0.884
"39","12:20:14","8/15/2022","0:22:23",-7.52856,51,37,47.6173362,-122.3602371,10,54.73,22.36666667,0,0.862,100,0.862
"40","12:20:15","8/15/2022","0:22:24",-7.52856,51,37,47.6173362,-122.3602371,10,54.72,22.38333333,0,0.827933333,100,0.827933333
"41","12:20:16","8/15/2022","0:22:25",-7.49808,52,37,47.61734,-122.3602294,10,54.72,22.4,0.716372502,0.822266667,100,0.822266667
"42","12:20:17","8/15/2022","0:22:26",-7.43712,52,37,47.61734,-122.3602294,10,54.72,22.41666667,0,0.8598,100,0.8598
"43","12:20:18","8/15/2022","0:22:27",-7.34568,52,37,47.61734,-122.3602294,10,54.72,22.43333333,0,0.9119375,100,0.9119375
"44","12:20:19","8/15/2022","0:22:28",-7.28472,52,37,47.61734,-122.3602218,10,54.72,22.45,0.571121753,0.9414,100,0.9414
"45","12:20:20","8/15/2022","0:22:29",-7.22376,52,37,47.61734,-122.3602218,10,54.73,22.46666667,0,0.9436,100,0.9436
"46","12:20:21","8/15/2022","0:22:30",-7.22376,51,37,47.6173362,-122.3602218,10,54.72,22.48333333,0.422337924,0.935933333,100,0.935933333
"47","12:20:22","8/15/2022","0:22:31",-7.22376,51,37,47.6173362,-122.3602218,10,54.73,22.5,0,0.922333333,100,0.922333333
"48","12:20:23","8/15/2022","0:22:32",-7.22376,51,37,47.6173362,-122.3602218,10,54.72,22.51666667,0,0.907133333,100,0.907133333
"49","12:20:24","8/15/2022","0:22:33",-7.22376,52,37,47.6173324,-122.3602142,10,54.73,22.53333333,0.710316447,0.8870625,100,0.8870625
"50","12:20:25","8/15/2022","0:22:34",-7.19328,51,37,47.6173324,-122.3602142,10,54.73,22.55,0,0.868666667,100,0.868666667
"51","12:20:26","8/15/2022","0:22:35",-7.1628,52,37,47.6173324,-122.3602142,10,54.72,22.56666667,0,0.8496,100,0.8496
"52","12:20:27","8/15/2022","0:22:36",-7.1628,52,37,47.6173362,-122.3602066,10,54.72,22.58333333,0.710316445,0.8336,100,0.8336
"53","12:20:28","8/15/2022","0:22:37",-7.1628,52,37,47.61734,-122.3602066,10,54.73,22.6,0.422337926,0.817266667,100,0.817266667
"54","12:20:29","8/15/2022","0:22:38",-7.10184,52,37,47.6173439,-122.3602066,10,54.72,22.61666667,0.433452081,0.8004,100,0.8004
"55","12:20:30","8/15/2022","0:22:39",-7.07136,53,37,47.6173439,-122.3601989,10,54.73,22.63333333,0.578636473,0.818125,100,0.818125
"56","12:20:31","8/15/2022","0:22:40",-7.0104,52,37,47.6173439,-122.3601989,10,54.73,22.65,0,0.8434,100,0.8434
"57","12:20:32","8/15/2022","0:22:41",-7.04088,52,37,47.61734,-122.3601989,10,54.73,22.66666667,0.433452082,0.8124,100,0.8124
"58","12:20:33","8/15/2022","0:22:42",-7.07136,52,37,47.6173362,-122.3601989,10,54.73,22.68333333,0.422337926,0.784333333,100,0.784333333
"59","12:20:34","8/15/2022","0:22:43",-7.07136,53,37,47.6173362,-122.3601913,10,54.73,22.7,0.571121796,0.7602,100,0.7602
"60","12:20:35","8/15/2022","0:22:44",-7.04088,53,37,47.6173362,-122.3601913,10,54.73,22.71666667,0,1.448533333,59.93333333,1.448533333
"61","12:20:36","8/15/2022","0:22:45",-7.04088,52,37,47.6173362,-122.3601913,10,54.73,22.73333333,0,3.574466667,0,1.23256388866667
"62","12:20:37","8/15/2022","0:22:46",-6.97992,53,37,47.6173324,-122.3601913,10,54.73,22.75,0.422337926,1.881333333,33.2,1.01659444433333
"63","12:20:38","8/15/2022","0:22:47",-6.88848,56,37,47.61734,-122.3601837,10,54.75,22.76666667,1.019635917,0.800625,100,0.800625
"64","12:20:39","8/15/2022","0:22:48",-6.73608,55,37,47.61734,-122.3601837,10,54.73,22.78333333,0,0.877866667,100,0.877866667
"65","12:20:40","8/15/2022","0:22:49",-6.7056,51,37,47.61734,-122.3601837,10,54.73,22.8,0,0.916866667,100,0.916866667
"66","12:20:41","8/15/2022","0:22:50",-6.7056,51,37,47.61734,-122.3601837,10,54.75,22.81666667,0,0.940066667,100,0.940066667
"67","12:20:42","8/15/2022","0:22:51",-6.7056,51,37,47.6173439,-122.360176,10,54.73,22.83333333,0.722980566,0.910466667,100,0.910466667
"68","12:20:43","8/15/2022","0:22:52",-6.7056,51,37,47.61734,-122.360176,10,54.73,22.85,0.433452083,0.882466667,100,0.882466667
"69","12:20:44","8/15/2022","0:22:53",-6.7056,51,37,47.61734,-122.360176,10,54.75,22.86666667,0,0.8545625,100,0.8545625
"70","12:20:45","8/15/2022","0:22:54",-6.7056,51,37,47.6173439,-122.360176,10,54.75,22.88333333,0.433452083,0.845333333,100,0.845333333
"71","12:20:46","8/15/2022","0:22:55",-6.67512,52,37,47.6173439,-122.360176,10,54.73,22.9,0,0.855066667,100,0.855066667
"72","12:20:47","8/15/2022","0:22:56",-6.61416,52,37,47.6173477,-122.3601684,10,54.73,22.91666667,0.710316347,0.8808,100,0.8808
"73","12:20:48","8/15/2022","0:22:57",-6.49224,52,37,47.6173477,-122.3601684,10,54.75,22.93333333,0,0.924,100,0.924
"74","12:20:49","8/15/2022","0:22:58",-6.4008,52,37,47.6173477,-122.3601608,10,54.75,22.95,0.571121674,0.9679375,100,0.9679375
"75","12:20:50","8/15/2022","0:22:59",-6.27888,51,37,47.6173477,-122.3601608,10,54.75,22.96666667,0,1.044333333,100,1.044333333
"76","12:20:51","8/15/2022","0:23:00",-6.18744,52,37,47.6173477,-122.3601608,10,54.75,22.98333333,0,1.109866667,100,1.109866667
"77","12:20:52","8/15/2022","0:23:01",-6.18744,51,37,47.6173477,-122.3601531,10,54.75,23,0.578636431,1.108466667,100,1.108466667
"78","12:20:53","8/15/2022","0:23:02",-6.18744,51,37,47.6173477,-122.3601531,10,54.77,23.01666667,0,1.074733333,100,1.074733333
"79","12:20:54","8/15/2022","0:23:03",-6.18744,51,37,47.6173477,-122.3601531,10,54.77,23.03333333,0,1.028666667,100,1.028666667
"80","12:20:55","8/15/2022","0:23:04",-6.18744,51,37,47.6173439,-122.3601455,10,54.77,23.05,0.71031635,0.975933333,100,0.975933333
"81","12:20:56","8/15/2022","0:23:05",-6.18744,51,37,47.6173439,-122.3601455,10,54.77,23.06666667,0,0.942533333,100,0.942533333
"82","12:20:57","8/15/2022","0:23:06",-6.15696,51,37,47.6173477,-122.3601379,10,54.77,23.08333333,0.710316349,0.9234375,100,0.9234375
"83","12:20:58","8/15/2022","0:23:07",-6.18744,51,37,47.6173515,-122.3601379,10,54.77,23.1,0.422337927,0.881866667,100,0.881866667
