"time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","EucDIS","avg_dist","avg_conf"
"11:57:51","8/15/2022","00:00:00",-0.1,64,53,47.6173858,-122.3603973,10,59.27,0.0166666666666667,NA,13.8184601924759,3.46666666666667
"11:57:52","8/15/2022","00:00:01",-0.2,62,53,47.6173858,-122.3603973,10,59.18,0.0333333333333333,0,13.755126312336,29.9375
"11:57:53","8/15/2022","00:00:01",-0.5,61,53,47.6173858,-122.3603973,10,59.11,0.05,0,12.2694663167104,0.8
"11:57:54","8/15/2022","00:00:02",-0.5,67,53,47.6173858,-122.3603897,10,59,0.0666666666666667,1.87375737429088,12.7456255468067,5.33333333333333
"11:57:55","8/15/2022","00:00:03",-0.4,66,53,47.617382,-122.3603897,10,58.91,0.0833333333333333,1.38562310048402,13.4381014873141,14
"11:57:56","8/15/2022","00:00:04",-0.4,56,53,47.617382,-122.360382,10,58.8,0.1,1.89841220856934,13.9989063867017,3.6
"11:57:57","8/15/2022","00:00:05",-0.3,40,53,47.6173858,-122.3603744,10,58.69,0.116666666666667,2.33043308277411,14.2275965504312,1.42857142857143
"11:57:58","8/15/2022","00:00:07",-0.4,53,53,47.617382,-122.3603744,10,58.55,0.133333333333333,1.38562310579448,12.5732037401575,5.875
"11:57:59","8/15/2022","00:00:07",-0.1,64,53,47.6173858,-122.3603668,10,58.46,0.15,2.33043307761499,14.2537182852143,0
"11:58:00","8/15/2022","00:00:09",-0.2,62,53,47.617382,-122.3603668,10,58.35,0.166666666666667,1.38562310080489,13.7987751531059,3.8
"11:58:01","8/15/2022","00:00:10",-0.3,64,53,47.617382,-122.3603591,10,58.24,0.183333333333333,1.89841221857763,12.5699912510936,3
"11:58:02","8/15/2022","00:00:11",-0.4,54,53,47.617382,-122.3603591,10,58.17,0.2,0,13.1535433070866,1.8
"11:58:03","8/15/2022","00:00:12",-0.2,51,53,47.617382,-122.3603591,10,58.1,0.216666666666667,0,12.3906386701662,0
"11:58:04","8/15/2022","00:00:13",-0.1,50,53,47.617382,-122.3603515,10,58.03,0.233333333333333,1.87375751020244,12.571741032371,0
"11:58:05","8/15/2022","00:00:14",-0.3,52,53,47.617382,-122.3603515,10,57.99,0.25,0,12.1698654855643,0
"11:58:06","8/15/2022","00:00:15",-0.3,47,53,47.6173858,-122.3603515,10,57.96,0.266666666666667,1.38562310611227,13.2744969378828,0
"11:58:07","8/15/2022","00:00:16",-0.4,49,53,47.617382,-122.3603515,10,57.9,0.283333333333333,1.38562310611227,13.9140419947507,4.6
"11:58:08","8/15/2022","00:00:17",-0.1,49,53,47.6173858,-122.3603439,10,57.88,0.3,2.33043308230442,14.5231846019248,0.4
"11:58:09","8/15/2022","00:00:18",-0.2,67,53,47.6173858,-122.3603439,10,57.85,0.316666666666667,0,14.0069991251094,3.6
"11:58:10","8/15/2022","00:00:19",-0.5,71,53,47.6173858,-122.3603439,10,57.81,0.333333333333333,0,13.5945702099738,10.875
"11:58:11","8/15/2022","00:00:20",-0.1,72,53,47.6173858,-122.3603439,10,57.76,0.35,0,14.094050743657,0.6
"11:58:12","8/15/2022","00:00:21",-0.5,73,53,47.6173858,-122.3603439,10,57.72,0.366666666666667,0,14.1231408573928,4.8
"11:58:13","8/15/2022","00:00:22",-0.7,72,53,47.6173858,-122.3603439,10,57.7,0.383333333333333,0,13.9593175853018,1.2
"11:58:14","8/15/2022","00:00:23",-1.6,71,52,47.6173858,-122.3603439,10,57.65,0.4,0,13.0603674540682,13.8666666666667
"11:58:15","8/15/2022","00:00:24",-2.4,70,52,47.6173896,-122.3603439,10,57.65,0.416666666666667,1.38562311334754,13.5010936132983,9.53333333333333
"11:58:16","8/15/2022","00:00:25",-2.8,74,52,47.6173858,-122.3603439,10,57.58,0.433333333333333,1.38562311334754,12.9702537182852,0.8
"11:58:17","8/15/2022","00:00:26",-3.1,115,52,47.6173858,-122.3603439,10,57.54,0.45,0,13.7128171478565,1.93333333333333
"11:58:18","8/15/2022","00:00:27",-3.3,151,52,47.6173858,-122.3603439,10,57.51,0.466666666666667,0,14.3475229658793,0.3125
"11:58:19","8/15/2022","00:00:28",-3.3,156,52,47.6173858,-122.3603439,10,57.47,0.483333333333333,0,14.1773840769904,7.2
"11:58:20","8/15/2022","00:00:29",-3.4,155,52,47.6173858,-122.3603515,10,57.43,0.5,1.87375737539152,14.331583552056,5.66666666666667
"11:58:21","8/15/2022","00:00:30",-3.7,119,52,47.6173858,-122.3603515,10,57.4,0.516666666666667,0,13.8086176727909,4.73333333333333
"11:58:22","8/15/2022","00:00:31",-3.5,83,52,47.6173858,-122.3603439,10,57.34,0.533333333333333,1.87375737539152,13.1027996500437,0
"11:58:23","8/15/2022","00:00:32",-3.5,72,52,47.6173858,-122.3603439,10,57.27,0.55,0,13.0080927384077,2.93333333333333
"11:58:24","8/15/2022","00:00:33",-3.7,77,52,47.6173858,-122.3603439,10,57.25,0.566666666666667,0,13.2059957349081,2.25
"11:58:25","8/15/2022","00:00:34",-4.1,78,52,47.6173896,-122.3603439,10,57.2,0.583333333333333,1.38562311334754,13.1207349081365,0.933333333333333
"11:58:26","8/15/2022","00:00:35",-4.6,79,52,47.6173858,-122.3603439,10,57.16,0.6,1.38562311334754,12.8718285214348,4.93333333333333
"11:58:27","8/15/2022","00:00:36",-5.3,79,52,47.6173896,-122.3603439,10,57.11,0.616666666666667,1.38562311334754,14.6321084864392,2.53333333333333
"11:58:28","8/15/2022","00:00:37",-6.1,75,52,47.6173896,-122.3603439,10,57.06,0.633333333333333,0,14.3941382327209,3.13333333333333
"11:58:29","8/15/2022","00:00:38",-6.8,76,52,47.6173896,-122.3603439,10,57,0.65,0,14.1102362204724,7.86666666666667
"11:58:30","8/15/2022","00:00:39",-7.6,77,52,47.6173896,-122.3603439,10,56.95,0.666666666666667,0,13.0741469816273,0.733333333333333
"11:58:31","8/15/2022","00:00:40",-8.4,77,52,47.6173896,-122.3603439,10,56.89,0.683333333333333,0,12.8422326115486,0
"11:58:32","8/15/2022","00:00:41",-9,77,52,47.6173896,-122.3603515,10,56.8,0.7,1.87375723980742,12.5461504811899,0
"11:58:33","8/15/2022","00:00:42",-9.8,77,52,47.6173896,-122.3603515,10,56.75,0.716666666666667,0,13.1811023622047,1.13333333333333
"11:58:34","8/15/2022","00:00:43",-10.4,76,52,47.6173896,-122.3603515,10,56.68,0.733333333333333,0,12.8086176727909,2.66666666666667
"11:58:35","8/15/2022","00:00:44",-11.1,77,52,47.6173896,-122.3603515,10,56.61,0.75,0,12.9730971128609,11.7333333333333
"11:58:36","8/15/2022","00:00:45",-11.7,77,52,47.6173896,-122.3603515,10,56.55,0.766666666666667,0,13.7769028871391,8.93333333333333
"11:58:37","8/15/2022","00:00:46",-12.4,78,52,47.6173896,-122.3603515,10,56.46,0.783333333333333,0,13.6721347331584,25.4666666666667
"11:58:38","8/15/2022","00:00:47",-13,78,52,47.6173896,-122.3603515,10,56.37,0.8,0,15.9114583333333,94.8125
"11:58:39","8/15/2022","00:00:48",-13.6,77,52,47.6173934,-122.3603515,10,56.34,0.816666666666667,1.38562310612487,15.6793525809274,100
"11:58:40","8/15/2022","00:00:49",-14.1,77,52,47.6173934,-122.3603591,10,56.23,0.833333333333333,1.87375710271148,15.1828521434821,100
"11:58:41","8/15/2022","00:00:50",-14.8,77,52,47.6173934,-122.3603591,10,56.16,0.85,0,14.7534995625547,100
"11:58:42","8/15/2022","00:00:51",-15.4,77,52,47.6173934,-122.3603591,10,56.12,0.866666666666667,0,14.1668853893263,100
"11:58:43","8/15/2022","00:00:52",-16,77,52,47.6173973,-122.3603668,10,56.07,0.883333333333333,2.37198191515052,13.5962379702537,100
"11:58:44","8/15/2022","00:00:53",-16.7,77,52,47.6173934,-122.3603668,10,55.98,0.9,1.42208687523478,13.0481053149606,100
"11:58:45","8/15/2022","00:00:54",-17.3,77,52,47.6173973,-122.3603668,10,55.92,0.916666666666667,1.42208687523478,12.4326334208224,100
"11:58:46","8/15/2022","00:00:55",-17.9,77,52,47.6173934,-122.3603591,10,55.89,0.933333333333333,2.37198191515052,11.8412073490814,100
"11:58:47","8/15/2022","00:00:56",-18.7,78,52,47.6173934,-122.3603744,10,55.85,0.95,3.77216890649775,11.2233158355206,100
"11:58:48","8/15/2022","00:00:57",-19.4,77,52,47.6173934,-122.3603668,10,55.78,0.966666666666667,1.87375710042653,10.5474628171479,100
"11:58:49","8/15/2022","00:00:58",-20.1,77,52,47.6173934,-122.3603744,10,55.74,0.983333333333333,1.87375710042653,9.85323709536308,100
"11:58:50","8/15/2022","00:00:59",-20.9,77,52,47.6173973,-122.3603744,10,55.71,1,1.4220868740852,9.19816272965879,100
