"time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","avg_dist","avg_conf","EucDIS","clock","clock_min","lat_smooth","lon_smooth","EucSmooth"
"14:23:32","10/6/2022","00:41:49",-5.88264,282,80,47.6304512,-122.3984298,10,54.95,41.85,0.938444444444444,100,NA,1,0.0166666666666667,47.6304487774703,-122.398434059098,NA
"14:23:33","10/6/2022","00:41:50",-5.88264,283,80,47.6304512,-122.3984298,10,54.99,41.8666666666667,0.923222222222222,100,0,2,0.0333333333333333,47.6304489189393,-122.398433705036,0.0308995769711345
"14:23:34","10/6/2022","00:41:51",-5.82168,283,80,47.6304512,-122.3984298,10,54.99,41.8833333333333,0.902222222222222,100,0,3,0.05,47.6304490663995,-122.398433569114,0.0193099411573713
"14:23:35","10/6/2022","00:41:52",-5.7912,282,80,47.6304512,-122.3984298,10,54.95,41.9,0.9026,100,0,4,0.0666666666666667,47.6304492194614,-122.398433640515,0.0178372387979352
"14:23:36","10/6/2022","00:41:53",-5.82168,278,80,47.6304512,-122.3984298,10,54.99,41.9166666666667,0.929555555555556,100,0,5,0.0833333333333333,47.6304493777428,-122.398433908645,0.0267442339398185
"14:23:37","10/6/2022","00:41:54",-5.7912,279,80,47.6304512,-122.3984375,10,54.95,41.9333333333333,0.947888888888889,100,0.578489933325916,6,0.1,47.630449540868,-122.398434363135,0.0386599690466379
"14:23:38","10/6/2022","00:41:55",-5.7912,279,80,47.6304512,-122.3984375,10,54.99,41.95,0.959555555555555,100,0,7,0.116666666666667,47.6304497084684,-122.398434993845,0.0509141237801435
"14:23:39","10/6/2022","00:41:56",-5.7912,279,80,47.6304512,-122.3984375,10,54.99,41.9666666666667,0.977777777777778,100,0,8,0.133333333333333,47.6304498801821,-122.398435790854,0.0628459840497789
"14:23:40","10/6/2022","00:41:57",-5.82168,279,80,47.6304512,-122.3984451,10,54.95,41.9833333333333,0.975666666666667,100,0.570977074901717,9,0.15,47.6304500556543,-122.398436744472,0.074250887083
"14:23:41","10/6/2022","00:41:58",-5.85216,279,80,47.6304473,-122.3984451,10,54.95,42,0.948666666666667,100,0.433451644383719,10,0.166666666666667,47.6304502345372,-122.398437845231,0.0850546804789287
