"time","date","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq","avg_dist","avg_conf","EucDIS","clock","clock_min","lat_smooth","lon_smooth","EucSmooth"
"14:09:37","10/6/2022","00:27:54",-5.85216,271,87,47.6301383,-122.398735,10,55.02,27.9333333333333,0.996222222222222,100,0,251,4.18333333333333,47.6301275169301,-122.398731565561,1.33371500817822
"14:09:38","10/6/2022","00:27:55",-5.85216,271,87,47.6301383,-122.398735,10,55.02,27.95,1.00188888888889,100,0,252,4.2,47.6301398730715,-122.39873787428,1.45277033191845
"14:09:39","10/6/2022","00:27:56",-5.82168,270,87,47.6301383,-122.398735,10,55.02,27.9666666666667,1.001,100,0,253,4.21666666666667,47.6301532518069,-122.398744497535,1.56798302858266
"14:09:40","10/6/2022","00:27:57",-5.82168,271,87,47.6301383,-122.398735,10,55.02,27.9833333333333,0.993666666666667,100,0,254,4.23333333333333,47.6301676151595,-122.39875141853,1.67891121548757
"14:09:41","10/6/2022","00:27:58",-5.85216,271,87,47.6301383,-122.398735,10,55.02,28,0.983666666666667,100,0,255,4.25,47.6301822634155,-122.398758458313,1.71178335257033
"14:09:42","10/6/2022","00:27:59",-5.85216,271,87,47.6301383,-122.398735,10,55.02,28.0166666666667,0.972111111111111,100,0,256,4.26666666666667,47.630197319507,-122.398765639603,1.7581820073714
"14:09:43","10/6/2022","00:28:00",-5.82168,271,87,47.6301383,-122.398735,10,55.02,28.0333333333333,0.958777777777778,100,0,257,4.28333333333333,47.6302128865007,-122.398772980395,1.81591197813943
"14:09:44","10/6/2022","00:28:01",-5.85216,271,87,47.6301383,-122.398735,10,55.02,28.05,0.963,100,0,258,4.3,47.6302290485666,-122.39878049426,1.88288995027542
"14:09:45","10/6/2022","00:28:02",-5.85216,272,87,47.6301383,-122.398735,10,55.02,28.0666666666667,0.9657,100,0,259,4.31666666666667,47.6302458719331,-122.398788190655,1.95713863946421
"14:09:46","10/6/2022","00:28:03",-5.85216,272,87,47.6301383,-122.398735,10,55.02,28.0833333333333,0.960222222222222,100,0,260,4.33333333333333,47.6302634058277,-122.398796075212,2.03678278913998
"14:09:47","10/6/2022","00:28:04",-5.85216,272,87,47.6301651,-122.398735,10,55.02,28.1,0.958111111111111,100,2.97859055175382,261,4.35,47.6302816834049,-122.39880415004,2.12004664007878
"14:09:48","10/6/2022","00:28:05",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.1166666666667,0.962,100,0,262,4.36666666666667,47.630300722659,-122.398812414014,2.20525241783386
"14:09:49","10/6/2022","00:28:06",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.1333333333333,0.964111111111111,100,0,263,4.38333333333333,47.6303205273241,-122.398820863061,2.29081935657921
"14:09:50","10/6/2022","00:28:07",-5.82168,271,87,47.6301651,-122.398735,10,55.02,28.15,0.962222222222222,100,0,264,4.4,47.630341523371,-122.398829651766,2.42514777907803
"14:09:51","10/6/2022","00:28:08",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.1666666666667,0.964333333333333,100,0,265,4.41666666666667,47.6303636891179,-122.398838729949,2.55620089136661
"14:09:52","10/6/2022","00:28:09",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.1833333333333,0.976444444444444,100,0,266,4.43333333333333,47.6303869740511,-122.398848049461,2.68096305574213
"14:09:53","10/6/2022","00:28:10",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.2,0.980222222222222,100,0,267,4.45,47.6304109665217,-122.398857675612,2.76288763033856
"14:09:54","10/6/2022","00:28:11",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.2166666666667,0.97,100,0,268,4.46666666666667,47.6304356546717,-122.398867424889,2.83995443532728
"14:09:55","10/6/2022","00:28:12",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.2333333333333,0.953888888888889,100,0,269,4.48333333333333,47.6304608837654,-122.398877258613,2.89969308077214
"14:09:56","10/6/2022","00:28:13",-5.85216,271,87,47.6301651,-122.398735,10,55.02,28.25,0.944222222222222,100,0,270,4.5,47.6304865613822,-122.398887029017,2.94673613878193
"14:09:57","10/6/2022","00:28:14",-5.85216,271,87,47.63028955,-122.398792225,10,55.02,28.2666666666667,0.944333333333333,100,14.4843152384967,271,4.51666666666667,47.6305125269281,-122.398896841715,2.97852371668851
"14:09:58","10/6/2022","00:28:15",-5.85216,272,87,47.630414,-122.39884945,10,55.02,28.2833333333333,0.94,100,14.4843124276857,272,4.53333333333333,47.630538680657,-122.398906662226,2.99893661287722
"14:09:59","10/6/2022","00:28:16",-5.85216,271,87,47.63053845,-122.398906675,10,55.02,28.3,0.939444444444444,100,14.4843096138893,273,4.55,47.6305648026192,-122.398916570073,2.99713740124463
"14:10:00","10/6/2022","00:28:17",-5.85216,268,87,47.6306629,-122.3989639,10,55.02,28.3166666666667,0.936777777777778,100,14.4843068007234,274,4.56666666666667,47.6305908052544,-122.398926396495,2.982772574197
"14:10:01","10/6/2022","00:28:18",-5.88264,258,87,47.63078735,-122.399021125,10,55.02,28.3333333333333,0.925444444444445,100,14.4843039893248,275,4.58333333333333,47.6306156761006,-122.398935939377,2.85564444334665
"14:10:02","10/6/2022","00:28:19",-5.88264,261,87,47.6309118,-122.39907835,10,55.02,28.35,0.921111111111111,100,14.4843011776342,276,4.6,47.6306394894068,-122.398945223633,2.73701517114265
"14:10:03","10/6/2022","00:28:20",-5.85216,261,87,47.63103625,-122.399135575,10,55.02,28.3666666666667,0.9102,100,14.4842983656551,277,4.61666666666667,47.6306623045324,-122.398954272497,2.62525578659264
"14:10:04","10/6/2022","00:28:21",-5.82168,260,87,47.6311607,-122.3991928,10,55.02,28.3833333333333,0.910888888888889,100,14.4842955525322,278,4.63333333333333,47.6306841670039,-122.398963107814,2.5188616678028
"14:10:05","10/6/2022","00:28:22",-5.82168,260,87,47.6311302,-122.39918515,10,55.02,28.4,0.926777777777778,100,3.43819008015538,279,4.65,47.6307051095523,-122.398971750334,2.41645178349213
"14:10:06","10/6/2022","00:28:23",-5.85216,261,87,47.6310997,-122.3991775,10,55.02,28.4166666666667,0.930555555555556,100,3.4381901171811,280,4.66666666666667,47.6307264605536,-122.398980677833,2.46594551504533
"14:10:07","10/6/2022","00:28:24",-5.88264,260,87,47.6310625,-122.3991489,10,55.02,28.4333333333333,0.915555555555556,100,4.65945030698581,281,4.68333333333333,47.6307478973921,-122.398989793199,2.47898906483222
"14:10:08","10/6/2022","00:28:25",-5.88264,261,87,47.6310253,-122.3991203,10,55.02,28.45,0.904777777777778,100,4.6594509972207,282,4.7,47.6307689541256,-122.398998843053,2.43703773885688
"14:10:09","10/6/2022","00:28:26",-5.82168,263,87,47.6309881,-122.3990917,10,55.02,28.4666666666667,0.910111111111111,100,4.65945168842668,283,4.71666666666667,47.6307896201872,-122.399007684359,2.39097253768524
"14:10:10","10/6/2022","00:28:27",-5.82168,262,87,47.6309509,-122.3990631,10,55.02,28.4833333333333,0.925,100,4.65945237778808,284,4.73333333333333,47.6308094013029,-122.399016320473,2.29224138300329
"14:10:11","10/6/2022","00:28:28",-5.85216,261,87,47.6309102,-122.3990529,10,55.02,28.5,0.929888888888889,100,4.58790647639131,285,4.75,47.6308283289961,-122.399025094052,2.20449913311055
"14:10:12","10/6/2022","00:28:29",-5.88264,261,87,47.6308695,-122.3990427,10,55,28.5166666666667,0.922888888888889,100,4.58790654875577,286,4.76666666666667,47.630845746038,-122.399032735491,2.01908972942784
"14:10:13","10/6/2022","00:28:30",-5.85216,261,87,47.6308288,-122.3990325,10,55.02,28.5333333333333,0.9102,100,4.58790662083387,287,4.78333333333333,47.6308614245102,-122.399039060889,1.80616525706113
"14:10:14","10/6/2022","00:28:31",-5.82168,260,87,47.6308288,-122.3990325,10,55.02,28.55,0.908,100,0,288,4.8,47.6308754918005,-122.399044730215,1.62043702172607
"14:10:15","10/6/2022","00:28:32",-5.82168,260,87,47.6308288,-122.3990325,10,55.02,28.5666666666667,0.928555555555556,100,0,289,4.81666666666667,47.630887676876,-122.399049734581,1.40548594943713
"14:10:16","10/6/2022","00:28:33",-5.85216,261,87,47.6308288,-122.3990325,10,55.02,28.5833333333333,0.935888888888889,100,0,290,4.83333333333333,47.6308981563738,-122.399054178651,1.21161590314269
"14:10:17","10/6/2022","00:28:34",-5.85216,265,87,47.6308288,-122.3990325,10,55.02,28.6,0.925666666666667,100,0,291,4.85,47.630906614004,-122.399057918329,0.981082376480026
"14:10:18","10/6/2022","00:28:35",-5.85216,272,87,47.6308288,-122.3990325,10,55.02,28.6166666666667,0.914777777777778,100,0,292,4.86666666666667,47.6309130277249,-122.399060954393,0.748433972764708
"14:10:19","10/6/2022","00:28:36",-5.82168,271,87,47.6308288,-122.3990325,10,55.02,28.6333333333333,0.911666666666667,100,0,293,4.88333333333333,47.630917384446,-122.399063289898,0.515022649326266
"14:10:20","10/6/2022","00:28:37",-5.85216,271,87,47.6308288,-122.3990325,10,55.02,28.65,0.907444444444444,100,0,294,4.9,47.6309196800686,-122.399064930244,0.283342311198648
"14:10:21","10/6/2022","00:28:38",-5.82168,271,87,47.6308288,-122.3990325,10,55.02,28.6666666666667,0.898111111111111,100,0,295,4.91666666666667,47.6309199195254,-122.399065883242,0.0763830472299248
"14:10:22","10/6/2022","00:28:39",-5.76072,271,87,47.6308288,-122.3990325,10,55.02,28.6833333333333,0.889,100,0,296,4.93333333333333,47.630918173958,-122.399066383337,0.197609426966564
"14:10:23","10/6/2022","00:28:40",-5.73024,270,87,47.6308288,-122.3990325,10,55.02,28.7,0.835333333333333,100,0,297,4.95,47.6309143948007,-122.399066162158,0.420349586023882
"14:10:24","10/6/2022","00:28:41",-5.69976,270,87,47.6308288,-122.3990325,10,55.02,28.7166666666667,0.731333333333333,100,0,298,4.96666666666667,47.630908671456,-122.399065240902,0.639855118456629
"14:10:25","10/6/2022","00:28:42",-5.69976,270,87,47.6308288,-122.3990325,10,55.02,28.7333333333333,0.667777777777778,100,0,299,4.98333333333333,47.6309009769367,-122.399063643194,0.8635627883874
"14:10:26","10/6/2022","00:28:43",-5.66928,270,87,47.6308288,-122.3990325,10,55.02,28.75,0.672222222222222,100,0,300,5,47.6308913646916,-122.399061395159,1.08158636492862
"14:10:27","10/6/2022","00:28:44",-5.60832,270,87,47.6308288,-122.3990325,10,55,28.7666666666667,0.718333333333333,100,0,301,5.01666666666667,47.6308798973142,-122.399058525496,1.29260687394392
"14:10:28","10/6/2022","00:28:45",-5.60832,269,87,47.6308288,-122.3990325,10,55.02,28.7833333333333,0.834222222222222,100,0,302,5.03333333333333,47.6308666465844,-122.399055065552,1.49546948704053
"14:10:29","10/6/2022","00:28:46",-5.6388,268,87,47.6308288,-122.3990325,10,55.02,28.8,1.02033333333333,100,0,303,5.05,47.6308516935115,-122.399051049391,1.68907393603451
"14:10:30","10/6/2022","00:28:47",-5.6388,268,87,47.6308288,-122.3990325,10,55.02,28.8166666666667,1.13277777777778,100,0,304,5.06666666666667,47.6308351283763,-122.399046513872,1.87233999928809
"14:10:31","10/6/2022","00:28:48",-5.6388,270,87,47.6308288,-122.3990325,10,55.02,28.8333333333333,1.13544444444444,100,0,305,5.08333333333333,47.6308170507734,-122.399041498716,2.04419427308684
"14:10:32","10/6/2022","00:28:49",-5.60832,271,87,47.6308288,-122.3990325,10,55.02,28.85,1.1355,100,0,306,5.1,47.6307975696533,-122.399036046586,2.20356438505252
"14:10:33","10/6/2022","00:28:50",-5.60832,272,87,47.6308288,-122.3990325,10,55.02,28.8666666666667,1.141,100,0,307,5.11666666666667,47.6307768033655,-122.399030203154,2.34937617375446
"14:10:34","10/6/2022","00:28:51",-5.60832,272,87,47.6308288,-122.3990325,10,55.02,28.8833333333333,1.143,100,0,308,5.13333333333333,47.6307549353725,-122.39902379302,2.47769267709195
"14:10:35","10/6/2022","00:28:52",-5.6388,272,87,47.6308288,-122.3990325,10,55.02,28.9,1.14522222222222,100,0,309,5.15,47.6307320331041,-122.399017149311,2.59386717458225
"14:10:36","10/6/2022","00:28:53",-5.6388,273,87,47.6308288,-122.3990325,10,55.02,28.9166666666667,1.13633333333333,100,0,310,5.16666666666667,47.630708244785,-122.399010321429,2.69317165070011
"14:10:37","10/6/2022","00:28:54",-5.60832,273,87,47.6307838666667,-122.399021488889,10,55.02,28.9333333333333,1.13888888888889,100,5.06200804970823,311,5.18333333333333,47.6306837281439,-122.399003362335,2.77452008479501
"14:10:38","10/6/2022","00:28:55",-5.60832,272,87,47.6307389333333,-122.399010477778,10,55.02,28.95,1.15311111111111,100,5.06200813458509,312,5.2,47.6306587061295,-122.39899677693,2.82464922171823
"14:10:39","10/6/2022","00:28:56",-5.60832,272,87,47.630694,-122.398999466667,10,55.02,28.9666666666667,1.17477777777778,100,5.06200821547332,313,5.21666666666667,47.6306332857657,-122.398990063075,2.86992875603128
"14:10:40","10/6/2022","00:28:57",-5.60832,272,87,47.6306490666667,-122.398988455556,10,55.02,28.9833333333333,1.17355555555556,100,5.0620082978785,314,5.23333333333333,47.6306076549805,-122.398983296301,2.89365006274655
"14:10:41","10/6/2022","00:28:58",-5.60832,272,87,47.6306041333333,-122.398977444444,10,55.02,29,1.1639,100,5.06200837908613,315,5.25,47.6305820113159,-122.398976555457,2.89471781900509
"14:10:42","10/6/2022","00:28:59",-5.60832,272,87,47.6305592,-122.398966433333,10,55.02,29.0166666666667,1.164,100,5.06200846238976,316,5.26666666666667,47.6305565619731,-122.398969922787,2.87203502392715
"14:10:43","10/6/2022","00:29:00",-5.60832,272,87,47.6305142666667,-122.398955422222,10,55.02,29.0333333333333,1.15144444444444,100,5.06200854178289,317,5.28333333333333,47.6305315238571,-122.39896348401,2.82450380894239
"14:10:44","10/6/2022","00:29:01",-5.60832,271,87,47.6304693333333,-122.398944411111,10,55.02,29.05,1.13877777777778,100,5.06200862448832,318,5.3,47.6305066205284,-122.398957328396,2.80616160528301
"14:10:45","10/6/2022","00:29:02",-5.60832,270,87,47.6304244,-122.3989334,10,55.02,29.0666666666667,1.15144444444444,100,5.06200870781302,319,5.31666666666667,47.63048247009,-122.398951548843,2.7190087596783
"14:10:46","10/6/2022","00:29:03",-5.6388,269,87,47.6304092,-122.3989334,10,55.02,29.0833333333333,1.165,100,1.68934991515287,320,5.33333333333333,47.6304593073719,-122.398946241954,2.60502904188148
"14:10:47","10/6/2022","00:29:04",-5.66928,269,87,47.6304016,-122.3989334,10,55.02,29.1,1.16077777777778,100,0.844674955239177,321,5.35,47.6304377121018,-122.398941396043,2.42758434610314
