time,date,flight_time,depth,heading,battery_remaining,lat,lon,satellite_count,temp,seq,avg_dist,avg_conf,EucDIS,clock,clock_min,lat_smooth,lon_smooth,EucSmooth
14:55:15,10/6/2022,0:03:49,-5.69976,267,63,47.6299972,-122.3979797,10,55.08,68.76666667,1.039666667,100,NA,1,0.016666667,47.63000675,-122.3979486,NA
14:55:16,10/6/2022,0:03:50,-5.73024,267,63,47.6299934,-122.3979644,10,55.08,68.78333333,1.029555556,100,1.224608687,2,0.033333333,47.63000331,-122.3979508,0.418050474
14:55:17,10/6/2022,0:03:51,-5.7912,267,63,47.6299934,-122.3979568,10,55.08,68.8,1.000111111,100,0.570982084,3,0.05,47.63000007,-122.3979525,0.382847472
14:55:18,10/6/2022,0:03:52,-5.7912,267,63,47.6299934,-122.3979415,10,55.08,68.81666667,0.972222222,100,1.149477094,4,0.066666667,47.62999704,-122.3979539,0.350583294
14:55:19,10/6/2022,0:03:53,-5.7912,267,63,47.6299934,-122.3979415,10,55.08,68.83333333,0.951666667,100,0,5,0.083333333,47.62999421,-122.3979547,0.321455584
14:55:20,10/6/2022,0:03:54,-5.7912,267,63,47.6299896,-122.3979415,10,55.06,68.85,0.942666667,100,0.422337482,6,0.1,47.62999157,-122.3979552,0.295690268
14:55:21,10/6/2022,0:03:55,-5.76072,268,63,47.6299858,-122.3979492,10,55.08,68.86666667,0.9429,100,0.71625798,7,0.116666667,47.62998911,-122.3979552,0.273527719
14:55:22,10/6/2022,0:03:56,-5.7912,267,63,47.6299858,-122.3979568,10,55.08,68.88333333,0.945444444,100,0.570982169,8,0.133333333,47.62998682,-122.3979549,0.255195361
14:55:23,10/6/2022,0:03:57,-5.7912,267,63,47.6299858,-122.3979568,10,55.08,68.9,0.942,100,0,9,0.15,47.6299847,-122.3979542,0.240864457
14:55:24,10/6/2022,0:03:58,-5.7912,267,63,47.6299819,-122.3979568,10,55.08,68.91666667,0.933,100,0.433451625,10,0.166666667,47.62998275,-122.3979532,0.23059708
