"date","time","flight_time","depth","heading","battery_remaining","lat","lon","satellite_count","temp","seq"
"8/15/2022","09:50:52","00:02:13",-2.1,49,98,47.6197395,-122.3632507,10,55.99,4.13333333333333
"8/15/2022","09:50:53","00:02:14",-2.2,49,98,47.6197395,-122.3632507,10,55.99,4.15
"8/15/2022","09:50:54","00:02:15",-1.9,49,98,47.6197395,-122.3632507,10,55.99,4.16666666666667
"8/15/2022","09:50:55","00:02:16",-1.8,50,98,47.6197395,-122.3632507,10,56.01,4.18333333333333
"8/15/2022","09:50:56","00:02:17",-2.1,49,98,47.6197395,-122.3632507,10,55.99,4.2
"8/15/2022","09:50:57","00:02:18",-2.1,50,98,47.6197395,-122.3632507,10,56.01,4.21666666666667
"8/15/2022","09:50:58","00:02:19",-1.9,50,98,47.6197395,-122.3632507,10,55.99,4.23333333333333
"8/15/2022","09:50:59","00:02:20",-2,50,98,47.6197395,-122.3632507,10,55.99,4.25
"8/15/2022","09:51:00","00:02:21",-1.8,51,98,47.6197395,-122.3632507,10,55.99,4.26666666666667
"8/15/2022","09:51:01","00:02:22",-1.9,50,98,47.6197395,-122.3632507,10,55.98,4.28333333333333
"8/15/2022","09:51:02","00:02:23",-2.1,50,98,47.6197395,-122.3632507,10,55.99,4.3
"8/15/2022","09:51:03","00:02:24",-2,51,98,47.6197395,-122.3632507,10,55.98,4.31666666666667
"8/15/2022","09:51:04","00:02:25",-1.9,50,98,47.6197395,-122.3632507,10,55.99,4.33333333333333
"8/15/2022","09:51:05","00:02:26",-1.8,51,98,47.6197395,-122.3632507,10,55.98,4.35
"8/15/2022","09:51:06","00:02:27",-2.1,49,98,47.6197395,-122.3632507,10,55.98,4.36666666666667
"8/15/2022","09:51:07","00:02:28",-2.1,49,98,47.6197395,-122.3632507,10,55.96,4.38333333333333
"8/15/2022","09:51:08","00:02:29",-2,50,98,47.6197395,-122.3632507,10,55.98,4.4
"8/15/2022","09:51:09","00:02:30",-1.9,50,98,47.6197395,-122.3632507,10,55.98,4.41666666666667
"8/15/2022","09:51:10","00:02:31",-2,50,98,47.6197395,-122.3632507,10,55.98,4.43333333333333
"8/15/2022","09:51:11","00:02:32",-2,50,98,47.6197395,-122.3632507,10,55.96,4.45
"8/15/2022","09:51:12","00:02:33",-2,49,98,47.6197395,-122.3632507,10,55.98,4.46666666666667
"8/15/2022","09:51:13","00:02:34",-2,49,98,47.6197395,-122.3632507,10,55.98,4.48333333333333
"8/15/2022","09:51:14","00:02:35",-1.8,50,98,47.6197395,-122.3632507,10,55.96,4.5
"8/15/2022","09:51:15","00:02:36",-1.9,49,98,47.6197395,-122.3632507,10,55.98,4.51666666666667
"8/15/2022","09:51:16","00:02:37",-2.1,49,98,47.6197395,-122.3632507,10,55.98,4.53333333333333
"8/15/2022","09:51:17","00:02:38",-2.2,48,98,47.6197395,-122.3632507,10,55.98,4.55
"8/15/2022","09:51:18","00:02:39",-1.8,48,98,47.6197395,-122.3632507,10,55.98,4.56666666666667
"8/15/2022","09:51:19","00:02:40",-1.7,48,98,47.6197395,-122.3632507,10,55.98,4.58333333333333
"8/15/2022","09:51:20","00:02:41",-2.2,47,98,47.6197395,-122.3632507,10,55.98,4.6
"8/15/2022","09:51:21","00:02:42",-2.1,73,98,47.6197395,-122.3632507,10,55.98,4.61666666666667
"8/15/2022","09:51:22","00:02:43",-2.1,104,98,47.6197395,-122.3632507,10,55.96,4.63333333333333
"8/15/2022","09:51:23","00:02:44",-2.2,141,98,47.6197395,-122.3632507,10,55.98,4.65
"8/15/2022","09:51:24","00:02:45",-2.3,140,98,47.6197395,-122.3632507,10,55.96,4.66666666666667
"8/15/2022","09:51:25","00:02:46",-2.1,139,98,47.6197395,-122.3632507,10,55.92,4.68333333333333
"8/15/2022","09:51:26","00:02:47",-1.6,145,97,47.6197395,-122.3632507,10,55.92,4.7
"8/15/2022","09:51:27","00:02:48",-0.8,144,97,47.6197395,-122.3632507,10,55.89,4.71666666666667
"8/15/2022","09:51:28","00:02:49",-0.4,194,97,47.6197395,-122.3632507,10,55.85,4.73333333333333
"8/15/2022","09:51:29","00:02:50",-0.3,231,97,47.6197395,-122.3632507,10,55.85,4.75
"8/15/2022","09:51:30","00:02:51",-0.7,242,97,47.6197395,-122.3632507,10,55.85,4.76666666666667
"8/15/2022","09:51:31","00:02:52",-0.6,247,97,47.6197395,-122.3632507,10,55.89,4.78333333333333
"8/15/2022","09:51:32","00:02:52",-0.3,250,97,47.6197395,-122.3632507,10,55.92,4.8
"8/15/2022","09:51:33","00:02:52",-0.2,260,97,47.6197395,-122.3632507,10,55.92,4.81666666666667
"8/15/2022","09:51:34","00:02:52",-0.4,316,97,47.6197395,-122.3632507,10,55.92,4.83333333333333
"8/15/2022","09:51:35","00:02:52",0.2,12,97,47.6197395,-122.3632507,10,55.98,4.85
"8/15/2022","09:51:36","00:02:52",1.5,40,97,47.6197395,-122.3632507,10,55.99,4.86666666666667
"8/15/2022","09:51:37","00:02:52",-0.9,43,97,47.6197395,-122.3632507,10,56.05,4.88333333333333
"8/15/2022","09:51:38","00:02:52",0,35,97,47.6197395,-122.3632507,10,56.07,4.9
"8/15/2022","09:51:39","00:02:52",0,30,97,47.6197395,-122.3632507,10,56.08,4.91666666666667
"8/15/2022","09:51:40","00:02:52",-0.8,53,97,47.6197395,-122.3632507,10,56.1,4.93333333333333
"8/15/2022","09:51:41","00:02:52",-0.2,47,97,47.6197395,-122.3632507,10,56.12,4.95
"8/15/2022","09:51:42","00:02:52",0,31,97,47.6197395,-122.3632507,10,56.14,4.96666666666667
"8/15/2022","09:51:43","00:02:52",0.7,31,97,47.6197395,-122.3632507,10,56.14,4.98333333333333
"8/15/2022","09:51:44","00:02:52",0,30,97,47.6197395,-122.3632507,10,56.16,5
"8/15/2022","09:51:45","00:02:52",0.2,31,97,47.6197395,-122.3632507,10,56.16,5.01666666666667
"8/15/2022","09:51:46","00:02:52",0,31,97,47.6197395,-122.3632507,10,56.16,5.03333333333333
"8/15/2022","09:51:47","00:02:52",-0.1,31,97,47.6197395,-122.3632507,10,56.16,5.05
"8/15/2022","09:51:48","00:02:52",0,31,97,47.6197395,-122.3632507,10,56.19,5.06666666666667
"8/15/2022","09:51:49","00:02:52",0,31,97,47.6197395,-122.3632507,10,56.16,5.08333333333333
"8/15/2022","09:51:50","00:02:52",-0.1,31,97,47.6197395,-122.3632507,10,56.19,5.1
"8/15/2022","09:51:51","00:02:52",0,31,97,47.6197395,-122.3632507,10,56.19,5.11666666666667
"8/15/2022","09:51:52","00:02:52",0.2,31,97,47.6197395,-122.3632507,10,56.21,5.13333333333333
"8/15/2022","09:51:53","00:02:52",-0.1,32,97,47.6197395,-122.3632507,10,56.21,5.15
"8/15/2022","09:51:54","00:02:52",-0.2,32,97,47.6197395,-122.3632507,10,56.23,5.16666666666667
"8/15/2022","09:51:55","00:02:52",0.5,41,97,47.6197395,-122.3632507,10,56.23,5.18333333333333
"8/15/2022","09:51:56","00:02:52",-0.9,48,97,47.6197395,-122.3632507,10,56.23,5.2
"8/15/2022","09:51:57","00:02:52",-0.6,43,97,47.6197395,-122.3632507,10,56.23,5.21666666666667
"8/15/2022","09:51:58","00:02:52",0.9,44,97,47.6197395,-122.3632507,10,56.26,5.23333333333333
"8/15/2022","09:51:59","00:02:52",0.6,44,97,47.6197395,-122.3632507,10,56.26,5.25
"8/15/2022","09:52:00","00:02:52",-0.1,44,97,47.6197395,-122.3632507,10,56.26,5.26666666666667
"8/15/2022","09:52:01","00:02:52",0.2,45,97,47.6197395,-122.3632507,10,56.26,5.28333333333333
"8/15/2022","09:52:02","00:02:52",0,45,97,47.6197395,-122.3632507,10,56.28,5.3
"8/15/2022","09:52:03","00:02:52",-0.1,45,97,47.6197395,-122.3632507,10,56.28,5.31666666666667
"8/15/2022","09:52:04","00:02:52",0,46,97,47.6197395,-122.3632507,10,56.28,5.33333333333333
"8/15/2022","09:52:05","00:02:52",0.1,46,97,47.6197395,-122.3632507,10,56.3,5.35
"8/15/2022","09:52:06","00:02:52",0,47,97,47.6197395,-122.3632507,10,56.3,5.36666666666667
"8/15/2022","09:52:07","00:02:52",0.1,47,97,47.6197395,-122.3632507,10,56.3,5.38333333333333
